agency_name,county_total,murder,rape,robbery,assault,burglary,larceny,auto_theft,total,population,months,year,county
RUSK PD,NA,0,1,0,17,25,50,6,99,5606,12,2020,Cherokee
CHILDRESS PD,NA,0,2,0,7,11,18,7,45,6039,12,2020,Childress
CHILDRESS CO SO,NA,0,0,0,0,0,5,0,5,1269,12,2020,Childress
CLAY CO SO,NA,0,3,1,9,34,49,9,105,10406,9,2020,Clay
COCHRAN CO SO,NA,0,0,0,3,14,22,9,48,2812,11,2020,Cochran
COKE CO SO,NA,0,0,0,3,9,7,2,21,3383,12,2020,Coke
SANTA ANNA PD,NA,0,0,0,2,0,0,3,5,998,11,2020,Coleman
COLEMAN PD,NA,0,2,2,16,8,7,2,37,4230,12,2020,Coleman
FAIRVIEW PD,NA,0,0,1,1,7,36,1,46,9375,12,2020,Collin
JOSEPHINE PD,NA,0,0,0,2,1,10,3,16,2182,12,2020,Collin
PRINCETON PD,NA,0,8,3,12,20,143,9,195,15031,12,2020,Collin
FRISCO PD,NA,1,46,30,114,243,1730,105,2269,212626,12,2020,Collin
FARMERSVILLE PD,NA,0,3,2,7,9,41,1,63,3668,12,2020,Collin
MELISSA PD,NA,0,1,0,8,22,77,2,110,13424,12,2020,Collin
MURPHY PD,NA,0,5,1,4,15,153,4,182,20798,12,2020,Collin
MCKINNEY PD,NA,1,66,44,176,218,1537,213,2255,208335,12,2020,Collin
WYLIE PD,NA,0,22,6,18,20,326,30,422,54460,12,2020,Collin
ALLEN PD,NA,1,24,19,61,82,859,55,1101,108218,12,2020,Collin
CELINA PD,NA,1,10,0,11,13,116,1,152,18165,12,2020,Collin
COLLIN CO SO,NA,2,36,1,33,57,199,47,375,45630,12,2020,Collin
LAVON PD,NA,0,0,0,4,9,52,0,65,3944,12,2020,Collin
PLANO PD,NA,3,108,113,229,617,3733,442,5245,290786,12,2020,Collin
PROSPER PD,NA,0,5,2,20,34,188,10,259,27250,12,2020,Collin
PARKER PD,NA,0,0,0,3,2,19,2,26,5364,12,2020,Collin
ANNA PD,NA,0,1,1,12,26,124,14,178,16036,12,2020,Collin
COLLINGSWORTH CO SO,NA,0,0,0,0,0,0,0,0,2896,11,2020,Collingsworth
COLUMBUS PD,NA,1,0,5,6,5,47,5,69,3646,12,2020,Colorado
COLORADO CO SO,NA,2,1,3,5,40,71,19,141,11815,12,2020,Colorado
EAGLE LAKE PD (NR),NA,0,0,1,8,51,27,9,96,3793,12,2020,Colorado
WEIMAR PD,NA,0,0,0,3,0,11,6,20,2235,12,2020,Colorado
GARDEN RIDGE PD,NA,1,0,0,4,2,10,2,19,4235,12,2020,Comal
COMAL CO SO,NA,1,34,8,95,172,367,70,747,72004,12,2020,Comal
NEW BRAUNFELS PD,NA,6,12,25,179,206,867,158,1453,94751,12,2020,Comal
BULVERDE PD,NA,0,1,1,4,6,76,6,94,5370,12,2020,Comal
COMANCHE PD,NA,0,2,1,5,20,84,6,118,4183,12,2020,Comanche
COMANCHE CO SO,NA,4,0,0,6,17,35,3,65,7178,12,2020,Comanche
DE LEON PD,NA,0,2,0,2,8,15,3,30,2193,12,2020,Comanche
CONCHO CO SO,NA,0,0,0,1,2,5,1,9,2617,12,2020,Concho
OAK RIDGE PD (NR),NA,0,0,0,0,2,0,0,2,256,11,2020,Cooke
COOKE CO SO,NA,3,5,0,17,44,55,25,149,23340,12,2020,Cooke
GAINESVILLE PD,NA,1,20,12,50,85,421,45,634,16986,12,2020,Cooke
COPPERAS COVE PD,NA,4,1,12,127,113,553,46,856,33333,12,2020,Coryell
CORYELL CO SO,NA,0,1,2,18,39,62,10,132,30687,12,2020,Coryell
GATESVILLE PD,NA,1,7,1,16,30,91,13,159,12394,12,2020,Coryell
CRANE CO SO,NA,0,1,0,2,1,7,2,13,1108,12,2020,Crane
CRANE PD,NA,0,1,0,1,4,8,3,17,3722,12,2020,Crane
CROCKETT CO SO,NA,1,0,0,2,7,2,2,14,3427,12,2020,Crockett
RALLS PD (NR),NA,0,0,0,0,0,1,0,1,1793,1,2020,Crosby
CROSBYTON PD (NR),NA,0,0,0,1,1,10,0,12,1599,11,2020,Crosby
CROSBY CO SO,NA,0,0,0,4,14,8,5,31,1157,12,2020,Crosby
CULBERSON CO SO (NR),NA,0,0,0,0,0,0,0,0,2140,2,2020,Culberson
DALLAM CO SO,NA,0,0,0,3,4,3,6,16,1577,12,2020,Dallam
DALHART PD,NA,1,4,1,17,39,100,9,171,8349,12,2020,Dallam
BAYLOR HEALTH CARE SYSTEM PD,NA,0,2,2,7,4,280,14,309,0,12,2020,Dallas
SOUTHERN METHODIST UNIV PD,NA,0,3,1,2,13,92,4,115,0,12,2020,Dallas
UNIV OF TX: SW MED SCHOOL PD,NA,0,1,1,0,6,147,17,172,0,12,2020,Dallas
IRVING PD,NA,9,117,212,411,668,4571,923,6911,242976,12,2020,Dallas
CEDAR HILL PD,NA,4,12,13,42,79,743,102,995,48352,12,2020,Dallas
UNIVERSITY PARK PD,NA,0,1,1,2,46,161,32,243,25253,12,2020,Dallas
COPPELL PD,NA,0,6,5,19,66,544,31,671,41807,12,2020,Dallas
DESOTO PD,NA,2,25,45,125,225,765,200,1387,53515,12,2020,Dallas
DALLAS CO SO,NA,0,19,4,21,43,134,36,257,0,12,2020,Dallas
DUNCANVILLE PD,NA,1,15,80,54,118,571,221,1060,38847,12,2020,Dallas
CARROLLTON PD,NA,4,23,36,103,344,1230,220,1960,141745,11,2020,Dallas
FARMERS BRANCH PD,NA,0,17,15,46,148,682,189,1097,51078,12,2020,Dallas
DUNCANVILLE ISD PD,NA,0,0,1,0,1,14,0,16,0,12,2020,Dallas
GRAND PRAIRIE PD,NA,12,52,76,344,352,2850,610,4296,196990,12,2020,Dallas
LANCASTER PD,NA,1,20,53,134,119,669,164,1160,39587,12,2020,Dallas
ADDISON PD,NA,0,9,20,43,117,694,216,1099,16778,12,2020,Dallas
SACHSE PD,NA,0,10,3,4,23,133,11,184,26799,12,2020,Dallas
LANCASTER ISD PD,NA,0,0,0,0,3,1,0,4,0,8,2020,Dallas
WILMER PD,NA,0,0,6,6,25,73,15,125,4919,12,2020,Dallas
BALCH SPRINGS PD,NA,0,7,36,131,87,476,202,939,25189,12,2020,Dallas
DALLAS CO COMM COLL PD,NA,0,1,0,0,3,17,1,22,0,12,2020,Dallas
HUTCHINS PD,NA,0,1,14,21,93,167,63,359,5941,12,2020,Dallas
COCKRELL HILL PD,NA,0,0,0,1,5,48,14,68,4158,8,2020,Dallas
HIGHLAND PARK PD,NA,0,1,3,0,41,143,15,203,9160,12,2020,Dallas
MESQUITE PD,NA,11,71,149,397,735,3410,855,5628,141325,12,2020,Dallas
DALLAS PD,NA,247,641,3461,7894,9337,27040,10564,59184,1363028,12,2020,Dallas
SEAGOVILLE PD,NA,0,5,7,15,45,222,109,403,17120,12,2020,Dallas
GLENN HEIGHTS PD,NA,0,4,7,22,37,138,18,226,13662,12,2020,Dallas
GARLAND PD,NA,3,88,284,334,929,4098,1079,6815,241845,12,2020,Dallas
RICHARDSON PD,NA,6,22,52,78,374,1750,303,2585,124190,12,2020,Dallas
UNIV OF TX: DALLAS PD,NA,0,0,0,0,4,52,9,65,0,12,2020,Dallas
DALLAS CO. HOSP DIST PD (NR),NA,0,0,1,7,4,121,6,139,0,12,2020,Dallas
OVILLA PD,NA,0,0,0,1,1,11,0,13,4247,12,2020,Dallas
ROWLETT PD,NA,0,21,14,76,143,822,99,1175,68810,12,2020,Dallas
DAWSON CO SO,NA,0,0,0,5,24,34,4,67,3332,12,2020,Dawson
LAMESA PD,NA,0,13,2,41,92,242,33,423,9119,12,2020,Dawson
DEAF SMITH CO SO,NA,0,0,0,3,22,25,8,58,3850,12,2020,Deaf Smith
HEREFORD PD,NA,0,0,11,106,57,187,36,397,14534,12,2020,Deaf Smith
DELTA CO SO,NA,0,1,0,1,9,3,1,15,5324,12,2020,Delta
AUBREY ISD PD,NA,0,0,0,0,2,1,0,3,0,11,2020,Denton
LEWISVILLE PD,NA,3,77,73,174,275,1430,246,2278,110800,12,2020,Denton
AUBREY PD,NA,2,1,0,2,25,14,5,49,5274,12,2020,Denton
UNIV OF NORTH TEXAS PD,NA,0,5,0,1,8,107,5,126,0,12,2020,Denton
NORTHLAKE PD,NA,0,1,2,2,6,51,5,67,3582,12,2020,Denton
LITTLE ELM PD,NA,2,31,5,50,27,166,28,309,57482,12,2020,Denton
LAKE DALLAS PD,NA,0,2,3,10,18,69,11,113,8174,12,2020,Denton
KRUGERVILLE PD,NA,0,1,0,0,2,76,6,85,3485,12,2020,Denton
ELM RIDGE PD,NA,0,4,2,6,16,67,4,99,0,12,2020,Denton
TEXAS WOMAN'S UNIV PD,NA,0,0,0,0,3,14,1,18,0,12,2020,Denton
DOUBLE OAK PD,NA,0,1,0,0,0,6,0,7,3089,12,2020,Denton
DENTON PD,NA,5,133,55,212,358,2469,366,3598,144569,12,2020,Denton
HIGHLAND VILLAGE PD,NA,0,5,2,2,8,69,3,89,16848,12,2020,Denton
SANGER PD,NA,0,1,0,5,16,76,19,117,8953,12,2020,Denton
PILOT POINT PD,NA,0,1,1,4,3,3,3,15,4582,12,2020,Denton
BARTONVILLE PD,NA,0,0,0,0,1,10,3,14,1810,12,2020,Denton
PONDER PD,NA,0,2,0,0,1,12,1,16,2521,12,2020,Denton
THE COLONY PD,NA,0,67,16,60,71,682,76,972,45419,12,2020,Denton
CORINTH PD,NA,0,1,4,8,37,165,23,238,22367,12,2020,Denton
ROANOKE PD,NA,0,5,1,5,12,127,10,160,9862,12,2020,Denton
ARGYLE PD,NA,0,0,0,1,5,18,0,24,4527,12,2020,Denton
FLOWER MOUND PD,NA,1,17,8,22,60,464,29,601,80907,12,2020,Denton
DENTON CO SO,NA,0,30,3,48,61,329,65,536,146209,12,2020,Denton
TROPHY CLUB PD,NA,0,0,0,0,9,36,7,52,13053,12,2020,Denton
HICKORY CREEK PD,NA,1,0,1,2,6,54,10,74,4979,12,2020,Denton
DEWITT CO SO,NA,0,4,1,18,37,61,10,131,7704,12,2020,DeWitt
CUERO PD,NA,0,7,1,38,36,113,20,215,8237,12,2020,DeWitt
SPUR PD (NR),NA,0,0,0,0,3,0,1,4,1186,12,2020,Dickens
DICKENS CO SO (NR),NA,0,0,0,0,1,0,0,1,993,12,2020,Dickens
DIMMIT CO SO,NA,0,4,0,5,36,72,6,123,10101,12,2020,Dimmit
DONLEY CO SO,NA,0,1,0,3,10,10,3,27,3220,12,2020,Donley
FREER PD,NA,0,1,0,7,12,28,7,55,2651,12,2020,Duval
DUVAL CO SO,NA,0,2,0,16,10,55,34,117,5087,12,2020,Duval
SAN DIEGO PD,NA,0,0,0,5,0,0,0,5,4196,12,2020,Duval
GORMAN PD (NR),NA,0,0,0,1,1,0,0,2,1030,6,2020,Eastland
EASTLAND PD,NA,0,2,0,2,16,42,9,71,3836,12,2020,Eastland
CISCO COLLEGE PD,NA,0,0,0,0,1,1,1,3,0,12,2020,Eastland
CISCO PD,NA,0,5,3,10,34,32,10,94,3774,12,2020,Eastland
RANGER PD,NA,0,3,0,6,11,9,5,34,2469,12,2020,Eastland
EASTLAND CO SO,NA,1,4,0,1,14,18,8,46,6343,12,2020,Eastland
UNIV OF TX: PERMIAN BASIN PD,NA,0,1,0,1,1,16,0,19,0,12,2020,Ector
ECTOR CO ISD PD,NA,0,1,0,28,5,6,3,43,0,12,2020,Ector
ECTOR CO SO,NA,6,2,56,85,279,1177,418,2023,45209,12,2020,Ector
ODESSA PD,NA,13,107,106,794,587,2124,468,4199,126288,12,2020,Ector
EDWARDS CO SO,NA,0,0,0,0,0,0,0,0,1918,12,2020,Edwards
MILFORD PD,NA,0,1,0,3,1,1,1,7,749,12,2020,Ellis
ITALY PD,NA,0,0,0,7,5,23,3,38,1928,12,2020,Ellis
RED OAK PD,NA,0,1,7,13,62,167,20,270,13801,12,2020,Ellis
WAXAHACHIE PD,NA,0,20,15,36,83,539,79,772,39039,12,2020,Ellis
PALMER PD,NA,0,0,2,0,3,19,1,25,2136,12,2020,Ellis
ENNIS PD,NA,3,9,7,21,48,301,35,424,20557,12,2020,Ellis
MIDLOTHIAN PD,NA,0,6,7,20,30,265,13,341,34962,12,2020,Ellis
MAYPEARL PD,NA,0,0,0,0,0,3,0,3,1045,10,2020,Ellis
ELLIS CO SO,NA,0,22,9,66,114,237,47,495,63331,12,2020,Ellis
FERRIS PD,NA,0,1,4,2,5,30,10,52,3042,12,2020,Ellis
SOCORRO ISD PD,NA,0,0,1,1,0,8,0,10,0,12,2020,El Paso
EL PASO CO SO,NA,5,49,22,275,114,416,64,945,84959,12,2020,El Paso
SAN ELIZARIO MARSHAL'S OFFICE,NA,0,1,0,11,9,13,3,37,9070,12,2020,El Paso
CLINT PD,NA,0,0,0,0,0,9,1,10,1137,12,2020,El Paso
EL PASO COMM COLLEGE PD,NA,0,0,0,0,0,10,0,10,0,12,2020,El Paso
EL PASO PD,NA,32,296,294,1607,870,7487,522,11108,685288,12,2020,El Paso
UNIV OF TX: EL PASO PD,NA,0,0,0,1,6,24,2,33,0,12,2020,El Paso
HORIZON CITY PD,NA,0,0,2,14,13,83,12,124,19973,12,2020,El Paso
EL PASO ISD PD,NA,0,2,2,4,16,74,0,98,0,12,2020,El Paso
SOCORRO PD,NA,0,4,5,39,22,174,21,265,34626,12,2020,El Paso
ANTHONY PD,NA,0,1,0,3,6,54,8,72,5389,12,2020,El Paso
DUBLIN PD,NA,0,3,0,2,11,4,1,21,3546,12,2020,Erath
STEPHENVILLE PD,NA,0,15,1,19,50,251,27,363,21777,12,2020,Erath
TARLETON STATE UNIV PD,NA,0,6,0,0,5,31,1,43,0,12,2020,Erath
ERATH CO SO,NA,0,7,1,21,24,36,2,91,17795,12,2020,Erath
MARLIN PD,NA,0,0,4,34,31,33,10,112,5539,12,2020,Falls
FALLS CO SO,NA,0,2,1,4,9,9,1,26,9551,12,2020,Falls
BONHAM PD,NA,0,5,2,9,12,80,8,116,10416,12,2020,Fannin
FANNIN CO SO,NA,0,9,2,40,38,105,16,210,19780,12,2020,Fannin
HONEY GROVE PD,NA,0,1,0,0,6,15,1,23,1745,12,2020,Fannin
SAVOY PD,NA,0,0,0,1,1,0,0,2,876,7,2020,Fannin
LA GRANGE PD,NA,0,4,0,11,7,79,10,111,4680,12,2020,Fayette
SCHULENBURG PD,NA,0,0,1,14,4,38,4,61,2920,12,2020,Fayette
FLATONIA PD,NA,0,0,0,1,4,9,4,18,1436,12,2020,Fayette
FAYETTE CO SO,NA,0,12,1,10,48,40,19,130,16312,12,2020,Fayette
FISHER CO SO,NA,0,0,0,11,3,4,2,20,3803,12,2020,Fisher
FLOYDADA PD,NA,0,0,1,9,13,15,3,41,2641,11,2020,Floyd
FLOYD CO SO,NA,0,1,0,2,8,23,2,36,2981,12,2020,Floyd
FOARD CO SO,NA,0,0,0,0,0,0,0,0,329,4,2020,Foard
RICHMOND PD,NA,0,8,14,29,28,144,25,248,12630,12,2020,Fort Bend
FULSHEAR PD,NA,0,0,0,3,6,46,5,60,14094,12,2020,Fort Bend
NEEDVILLE PD,NA,0,0,0,2,0,4,0,6,3121,12,2020,Fort Bend
SUGAR LAND PD,NA,4,10,20,37,111,1080,89,1351,119671,12,2020,Fort Bend
STAFFORD PD,NA,1,11,19,30,52,463,73,649,17423,12,2020,Fort Bend
MISSOURI CITY PD,NA,2,15,41,72,88,550,54,822,76476,12,2020,Fort Bend
FORT BEND CO SO,NA,11,149,117,722,675,3667,365,5706,507976,12,2020,Fort Bend
FORT BEND ISD PD,NA,0,0,4,39,8,79,2,132,0,12,2020,Fort Bend
ROSENBERG PD,NA,4,32,26,98,145,419,65,789,39162,12,2020,Fort Bend
MEADOWS PLACE PD,NA,0,0,4,2,10,128,1,145,4587,12,2020,Fort Bend
ARCOLA PD,NA,0,0,2,1,9,27,5,44,2811,12,2020,Fort Bend
FRANKLIN CO SO,NA,0,4,1,14,19,25,5,68,10007,12,2020,Franklin
TEAGUE PD,NA,0,0,1,8,31,34,9,83,3511,12,2020,Freestone
WORTHAM PD,NA,0,0,0,1,30,7,1,39,988,12,2020,Freestone
FAIRFIELD PD,NA,0,0,1,7,8,31,9,56,2885,12,2020,Freestone
FREESTONE CO SO,NA,0,2,0,22,30,40,12,106,12257,12,2020,Freestone
FRIO CO SO,NA,0,0,0,10,23,33,7,73,5264,12,2020,Frio
DILLEY PD,NA,1,0,0,2,42,27,3,75,4559,12,2020,Frio
PEARSALL PD,NA,0,3,2,17,124,35,11,192,10783,12,2020,Frio
GAINES CO SO,NA,0,0,0,9,22,45,24,100,10925,12,2020,Gaines
SEMINOLE PD,NA,0,1,1,16,19,51,11,99,7978,12,2020,Gaines
SEAGRAVES PD (NR),NA,0,0,0,4,7,5,2,18,2999,9,2020,Gaines
SANTA FE ISD PD,NA,0,0,1,6,0,8,0,15,0,12,2020,Galveston
GALVESTON ISD PD,NA,0,0,0,5,2,7,0,14,0,12,2020,Galveston
GALVESTON CO SO,NA,5,37,11,93,136,422,115,819,42513,12,2020,Galveston
GALVESTON PD,NA,6,84,65,177,212,1220,252,2016,50751,12,2020,Galveston
UNIV OF TX: MEDICAL BRANCH PD,NA,0,1,0,4,7,70,1,83,0,12,2020,Galveston
KEMAH PD,NA,0,3,0,5,11,76,6,101,2046,12,2020,Galveston
HITCHCOCK PD,NA,0,2,2,14,38,53,12,121,8023,12,2020,Galveston
FRIENDSWOOD PD,NA,0,6,4,26,41,171,25,273,40795,12,2020,Galveston
BAYOU VISTA PD (NR),NA,0,0,0,1,3,14,2,20,1644,11,2020,Galveston
DICKINSON PD,NA,1,15,13,49,118,246,48,490,21364,12,2020,Galveston
LA MARQUE PD,NA,4,12,24,81,116,620,76,933,17656,12,2020,Galveston
LEAGUE CITY PD,NA,1,40,25,65,169,1203,125,1628,110518,12,2020,Galveston
COLLEGE OF THE MAINLAND PD (NR),NA,0,0,0,0,0,0,0,0,0,12,2020,Galveston
JAMAICA BEACH PD,NA,0,0,0,4,5,2,2,13,1089,12,2020,Galveston
TX A&M UNIV: GALVESTON PD,NA,0,0,0,0,1,5,0,6,0,12,2020,Galveston
SANTA FE PD,NA,0,23,4,8,41,107,24,207,13577,12,2020,Galveston
TEXAS CITY PD,NA,11,36,29,103,188,1045,167,1579,50660,12,2020,Galveston
GARZA CO SO,NA,0,10,0,12,9,7,2,40,6184,12,2020,Garza
FREDERICKSBURG PD,NA,0,1,0,7,23,82,7,120,11604,12,2020,Gillespie
GILLESPIE CO SO,NA,0,3,1,5,8,21,2,40,15537,12,2020,Gillespie
GLASSCOCK CO SO,NA,0,0,0,3,6,9,5,23,1425,12,2020,Glasscock
GOLIAD CO SO,NA,0,1,1,20,31,42,9,104,7683,12,2020,Goliad
GONZALES PD,NA,1,6,4,78,7,56,10,162,7568,12,2020,Gonzales
GONZALES ISD PD,NA,0,0,0,0,0,0,0,0,0,2,2020,Gonzales
GONZALES CO SO,NA,0,8,0,16,26,62,11,123,9624,12,2020,Gonzales
NIXON PD (NR),NA,0,0,0,8,9,5,2,24,2560,12,2020,Gonzales
GRAY CO SO,NA,0,0,1,7,11,26,10,55,4775,12,2020,Gray
PAMPA PD,NA,0,15,3,60,98,387,29,592,16975,12,2020,Gray
HOWE PD,NA,0,1,0,3,0,5,0,9,3442,12,2020,Grayson
BELLS PD,NA,0,1,0,0,4,8,1,14,1528,12,2020,Grayson
POTTSBORO PD,NA,0,0,0,0,2,4,1,7,2528,12,2020,Grayson
WHITESBORO PD,NA,0,0,1,8,2,19,3,33,4158,12,2020,Grayson
GRAYSON CO SO,NA,2,13,4,24,80,202,52,377,42121,12,2020,Grayson
TIOGA PD,NA,0,1,0,0,0,0,0,1,1081,12,2020,Grayson
COLLINSVILLE PD,NA,0,1,0,1,1,0,0,3,2000,12,2020,Grayson
AUSTIN COLLEGE PD,NA,0,0,0,0,2,9,0,11,0,11,2020,Grayson
AUSTIN COLLEGE PD,NA,0,0,0,0,2,9,0,11,0,11,2020,Grayson
WHITEWRIGHT PD,NA,0,1,1,1,8,7,4,22,1734,12,2020,Grayson
SHERMAN PD,NA,6,35,24,133,224,773,105,1300,44611,12,2020,Grayson
GUNTER PD,NA,0,0,0,0,0,4,1,5,1696,12,2020,Grayson
DENISON PD,NA,1,24,9,80,124,276,85,599,25858,12,2020,Grayson
VAN ALSTYNE PD,NA,0,0,1,12,1,26,1,41,4557,12,2020,Grayson
GREGG CO SO,NA,3,19,4,56,88,245,74,489,21369,12,2020,Gregg
LONGVIEW PD,NA,10,62,47,157,391,1731,173,2571,81751,12,2020,Gregg
KILGORE PD,NA,1,7,8,38,38,241,38,371,15016,12,2020,Gregg
LAKEPORT PD,NA,0,0,0,0,0,1,2,3,998,12,2020,Gregg
KILGORE COLLEGE PD,NA,0,0,0,0,2,5,0,7,0,12,2020,Gregg
GLADEWATER PD,NA,0,2,1,16,36,111,21,187,6333,12,2020,Gregg
WHITE OAK PD,NA,0,2,2,7,13,64,6,94,6303,12,2020,Gregg
NAVASOTA PD,NA,0,11,11,32,63,112,31,260,8104,12,2020,Grimes
GRIMES CO SO,NA,0,7,0,20,45,60,26,158,20941,12,2020,Grimes
SEGUIN PD,NA,0,17,10,45,108,510,59,749,30513,12,2020,Guadalupe
MARION PD,NA,0,1,0,0,4,0,0,5,1262,5,2020,Guadalupe
SCHERTZ PD,NA,0,11,7,43,75,347,38,521,43315,12,2020,Guadalupe
CIBOLO PD,NA,0,10,4,25,43,208,19,309,32777,12,2020,Guadalupe
GUADALUPE CO SO,NA,0,40,6,40,106,289,47,528,47131,12,2020,Guadalupe
PETERSBURG PD,NA,0,0,0,1,0,3,0,4,1124,11,2020,Hale
PLAINVIEW PD,NA,0,8,3,27,97,287,34,456,19926,11,2020,Hale
ABERNATHY PD,NA,1,0,1,1,3,5,3,14,2694,12,2020,Hale
HALE CO SO (NR),NA,0,2,1,9,21,28,1,62,7966,12,2020,Hale
HALL CO SO,NA,0,0,0,0,3,3,1,7,803,12,2020,Hall
MEMPHIS PD,NA,0,0,0,0,0,2,0,2,1983,4,2020,Hall
HAMILTON CO SO,NA,0,1,0,3,4,16,1,25,4010,12,2020,Hamilton
HAMILTON PD,NA,0,0,1,2,2,30,0,35,3005,12,2020,Hamilton
SPEARMAN PD,NA,0,1,0,9,4,5,2,21,3245,12,2020,Hansford
HANSFORD CO SO,NA,0,0,0,0,1,5,2,8,2114,12,2020,Hansford
CHILLICOTHE PD (NR),NA,0,0,0,0,2,0,0,2,669,12,2020,Hardeman
HARDEMAN CO SO,NA,0,0,0,2,6,17,0,25,3227,12,2020,Hardeman
SOUR LAKE PD,NA,0,0,0,10,6,10,4,30,1937,12,2020,Hardin
HARDIN CO SO,NA,1,8,3,17,84,95,62,270,33878,12,2020,Hardin
LUMBERTON PD,NA,0,7,0,12,11,109,23,162,13195,12,2020,Hardin
KOUNTZE PD,NA,0,0,2,4,13,21,5,45,2104,12,2020,Hardin
SILSBEE PD,NA,1,2,1,6,13,76,16,115,6613,12,2020,Hardin
HOUSTON COMM COLLEGE PD,NA,0,0,0,1,4,46,4,55,0,12,2020,Harris
SPRING ISD PD,NA,0,2,0,3,5,20,0,30,0,12,2020,Harris
KLEIN ISD PD,NA,0,3,0,3,3,64,0,73,0,12,2020,Harris
WEST UNIVERSITY PLACE PD,NA,0,0,5,0,22,115,9,151,15700,12,2020,Harris
LONE STAR COLLEGE PD,NA,0,0,0,0,4,7,3,14,0,12,2020,Harris
PASADENA ISD PD,NA,0,0,1,0,10,20,2,33,0,12,2020,Harris
HUMBLE ISD PD,NA,1,0,0,1,5,38,0,45,0,12,2020,Harris
UNIV OF ST. THOMAS PD,NA,0,0,1,1,0,9,2,13,0,12,2020,Harris
UNIV OF HOUSTON PD,NA,0,5,4,3,26,208,38,284,0,12,2020,Harris
ALDINE ISD PD,NA,0,0,2,1,8,37,0,48,0,12,2020,Harris
HOUSTON METRO TRANSIT PD,NA,0,0,3,3,0,48,2,56,0,12,2020,Harris
MEMORIAL VILLAGES PD,NA,0,0,2,1,7,66,6,82,12375,12,2020,Harris
PASADENA PD,NA,8,101,160,618,422,2513,622,4444,151421,12,2020,Harris
SEABROOK PD,NA,0,21,3,24,33,146,30,257,14415,12,2020,Harris
LAKEVIEW PD,NA,0,0,1,5,11,51,5,73,6231,12,2020,Harris
GALENA PARK PD,NA,1,2,3,22,28,93,34,183,10740,12,2020,Harris
SAN JACINTO COLLEGE PD,NA,0,0,0,0,1,13,2,16,0,12,2020,Harris
UNIV OF TX: HOUSTON  PD,NA,0,2,1,3,7,236,13,262,0,12,2020,Harris
SOUTHSIDE PLACE PD,NA,0,0,0,3,0,11,0,14,1902,12,2020,Harris
UNIV OF  HOUSTON:  DOWNTOWN PD,NA,0,0,0,0,0,3,0,3,0,12,2020,Harris
PORT OF HOUSTON AUTH PD,NA,0,0,0,1,0,7,1,9,0,12,2020,Harris
TOMBALL PD,NA,0,3,9,32,25,245,56,370,11901,12,2020,Harris
HOUSTON PD,NA,414,1299,8746,19239,15872,67869,14928,128367,2346155,12,2020,Harris
WEBSTER PD,NA,0,7,26,38,89,614,89,863,11545,12,2020,Harris
NASSAU BAY PD,NA,1,2,3,11,32,56,11,116,3968,12,2020,Harris
RICE UNIV PD,NA,0,0,1,0,14,80,7,102,0,12,2020,Harris
HOUSTON ISD PD,NA,0,2,4,9,93,116,8,232,0,12,2020,Harris
SPRING BRANCH ISD PD,NA,0,1,1,1,4,27,1,35,0,12,2020,Harris
JACINTO CITY PD,NA,0,1,10,4,23,246,48,332,10455,12,2020,Harris
LA PORTE PD,NA,0,14,12,55,64,323,55,523,35102,12,2020,Harris
JERSEY VILLAGE PD,NA,0,2,7,8,60,152,52,281,7921,12,2020,Harris
ALIEF ISD PD,NA,0,0,1,9,7,35,2,54,0,12,2020,Harris
HOUSTON BAPTIST UNIV PD,NA,0,0,0,1,5,5,0,11,0,12,2020,Harris
HUMBLE PD,NA,3,37,48,77,89,1051,203,1508,15901,12,2020,Harris
UNIV OF HOUSTON: CLEAR LAKE PD,NA,0,1,0,0,0,11,0,12,0,12,2020,Harris
HARRIS CO SO,NA,125,1026,2079,5601,6602,30444,6854,52731,1965544,12,2020,Harris
KATY PD,NA,0,11,12,24,50,611,62,770,22797,12,2020,Harris
BAYTOWN PD,NA,9,42,83,201,390,2110,420,3255,77823,12,2020,Harris
BELLAIRE PD,NA,0,2,13,11,36,215,10,287,19210,12,2020,Harris
DEER PARK PD,NA,0,14,8,25,63,467,43,620,33631,12,2020,Harris
TEXAS SOUTHERN UNIV PD,NA,0,2,1,3,11,72,8,97,0,12,2020,Harris
HEDWIG VILLAGE PD,NA,0,0,2,3,3,150,10,168,2643,12,2020,Harris
KATY ISD PD,NA,0,6,2,3,1,119,0,131,0,12,2020,Harris
SOUTH HOUSTON PD,NA,4,2,38,50,73,306,121,594,17485,12,2020,Harris
SPRING VALLEY VILLAGE PD,NA,0,0,0,1,2,65,14,82,4389,12,2020,Harris
HARRISON CO SO,NA,2,0,3,89,124,262,78,558,37311,12,2020,Harrison
HALLSVILLE ISD PD,NA,0,0,0,1,0,0,0,1,0,12,2020,Harrison
HALLSVILLE PD,NA,0,0,0,1,6,8,1,16,4382,12,2020,Harrison
MARSHALL PD,NA,3,9,15,88,121,345,34,615,22755,12,2020,Harrison
HARTLEY CO SO,NA,0,0,0,0,1,1,2,4,2905,5,2020,Hartley
HASKELL PD,NA,0,0,0,2,6,11,3,22,3136,12,2020,Haskell
HASKELL CO SO,NA,0,0,0,3,4,8,6,21,2445,12,2020,Haskell
BUDA PD,NA,0,5,9,24,31,229,19,317,18531,12,2020,Hays
KYLE PD,NA,1,38,8,44,49,475,47,662,51306,12,2020,Hays
