OBJECTID,USER_RMSOccurrenceDate,USER_RMSOccurrenceHour,USER_Incident,USER_NIBRSClass,USER_NIBRSDescription,USER_District,USER_Beat,USER_Premise,USER_OffenseAddressMiddle,USER_BlockRange,USER_StreetName,USER_StreetType,USER_Suffix,USER_ZIPCode,USER_ORI,DISTRICT_1,SNBNAME,OLC,newdate
4490601,1662681600000,09,124382522,23G,Theft of motor vehicle parts or accessory,06,06B40,"Parking Lot, Garage",9449 MONTGOMERY,9400-9499,MONTGOMERY,RD,W,77088,TXHPD0000,,,76X6MW75+4P,2022-09-08
4490605,1663027200000,15,123670322,23F,Theft from motor vehicle,14,14D20,Construction Site,4449 ROSEMONT,4400-4499,ROSEMONT,ST,,77051,TXHPD0000,D,SUNNYSIDE,76X6MJCQ+62,2022-09-12
4490608,1663200000000,16,124575922,240,Motor vehicle theft,19,19G50,"Parking Lot, Garage",9649 BISSONNET,9600-9699,BISSONNET,ST,,77036,TXHPD0000,J,WESTWOOD,76X6MFG3+56,2022-09-14
4490613,1662854400000,16,122657222,290,"Destruction, damage, vandalism",17,17E20,"Parking Lot, Garage",9749 GESSNER,9700-9799,GESSNER,RD,S,77074,TXHPD0000,J,BRAEBURN,76X6MFGC+2P,2022-09-10
4490626,1663113600000,23,124234722,290,"Destruction, damage, vandalism",19,19G10,"Highway, Road, Street, Alley",9549 BISSONNET,9500-9599,BISSONNET,ST,,77036,TXHPD0000,J,WESTWOOD,76X6MFG4+62,2022-09-13
4490649,1663027200000,18,123686822,23G,Theft of motor vehicle parts or accessory,19,19G10,"Parking Lot, Garage",9349 BOONE,9300-9399,BOONE,RD,,77099,TXHPD0000,J,ALIEF,76X6MCGG+M6,2022-09-12
4490650,1663200000000,19,124654122,220,"Burglary, Breaking and Entering",14,14D20,"Residence, Home (Includes Apartment)",8349 LIVINGSTON,8300-8399,LIVINGSTON,ST,,77051,TXHPD0000,D,SUNNYSIDE,76X6MJCH+G6,2022-09-14
4490660,1662940800000,16,123060022,23F,Theft from motor vehicle,15,15E30,"Highway, Road, Street, Alley",9949 CLIFFWOOD,9900-9999,CLIFFWOOD,DR,,77096,TXHPD0000,K,NEAR SOUTHWEST,76X6MGFW+CR,2022-09-11
4490663,1662854400000,23,122713322,120,Robbery,17,17E30,"Bar, Nightclub",9349 BISSONNET,9300-9399,BISSONNET,ST,,77074,TXHPD0000,J,WESTWOOD,76X6MFG5+9V,2022-09-10
4490664,1662940800000,02,122769922,240,Motor vehicle theft,17,17E30,"Parking Lot, Garage",9349 BISSONNET,9300-9399,BISSONNET,ST,,77074,TXHPD0000,J,WESTWOOD,76X6MFG5+9V,2022-09-11
4490674,1662854400000,03,122364122,250,"Counterfeiting, forgery",17,17E30,"Parking Lot, Garage",9249 BISSONNET,9200-9299,BISSONNET,ST,,77074,TXHPD0000,J,BRAEBURN,76X6MFG6+CH,2022-09-10
4490684,1663113600000,19,124151822,290,"Destruction, damage, vandalism",19,19G40,"Parking Lot, Garage",12649 BISSONNET,12600-12699,BISSONNET,ST,,77099,TXHPD0000,F,ALIEF,76X6M9HX+37,2022-09-13
4490685,1662854400000,12,122892322,23F,Theft from motor vehicle,19,19G40,"Parking Lot, Garage",12649 BISSONNET,12600-12699,BISSONNET,ST,,77099,TXHPD0000,F,ALIEF,76X6M9HX+37,2022-09-10
4490697,1662768000000,00,122458222,240,Motor vehicle theft,13,13D20,"Parking Lot, Garage",8649 GLENVISTA,8600-8699,GLENVISTA,ST,,77061,TXHPD0000,I,GOLFCREST / BELLFORT / REVEILLE,76X6MP9P+HF,2022-09-09
4490712,1663200000000,00,124429622,26F,Identify theft,17,17E20,"Residence, Home (Includes Apartment)",9649 GESSNER,9600-9699,GESSNER,RD,S,77074,TXHPD0000,J,BRAEBURN,76X6MFGC+GP,2022-09-14
4490713,1663113600000,19,124155922,290,"Destruction, damage, vandalism",19,19G40,"Parking Lot, Garage",12749 BISSONNET,12700-12799,BISSONNET,ST,,77099,TXHPD0000,F,ALIEF,76X6M9HW+8G,2022-09-13
4490717,1662940800000,11,122944622,23F,Theft from motor vehicle,17,17E30,Park/Playground,8649 BISSONNET,8600-8699,BISSONNET,ST,,77074,TXHPD0000,J,BRAEBURN,76X6MFGC+JC,2022-09-11
4490719,1662854400000,07,122408122,120,Robbery,14,14D20,Convenience Store,8249 SCOTT,8200-8299,SCOTT,ST,,77051,TXHPD0000,D,SUNNYSIDE,76X6MJCM+X6,2022-09-10
4490729,1663113600000,02,123854922,23F,Theft from motor vehicle,19,19G10,"Parking Lot, Garage",10249 LANSDALE,10200-10299,LANSDALE,DR,,77036,TXHPD0000,J,WESTWOOD,76X6MCHR+2H,2022-09-13
4490751,1663113600000,19,124159622,290,"Destruction, damage, vandalism",19,19G40,"Parking Lot, Garage",9149 DAIRY ASHFORD,9100-9199,DAIRY ASHFORD,RD,S,77099,TXHPD0000,F,ALIEF,76X6M9HW+GX,2022-09-13
4490752,1663200000000,09,124369222,23C,Shoplifting,19,19G40,Convenience Store,9149 DAIRY ASHFORD,9100-9199,DAIRY ASHFORD,RD,S,77099,TXHPD0000,F,ALIEF,76X6M9HW+GX,2022-09-14
4490754,1663113600000,18,124127322,220,"Burglary, Breaking and Entering",14,14D30,"Residence, Home (Includes Apartment)",5649 DOULTON,5600-5699,DOULTON,DR,,77033,TXHPD0000,D,SOUTH PARK,76X6MMC6+QV,2022-09-13
4490770,1662681600000,03,121796822,23F,Theft from motor vehicle,01,01A10,"Parking Lot, Garage",349 DALLAS,300-399,DALLAS,ST,W,77002,TXHPD0000,,,76X6MQ94+VG,2022-09-08
4490783,1663113600000,16,124369922,23G,Theft of motor vehicle parts or accessory,13,13D20,"Residence, Home (Includes Apartment)",7549 SANTA FE,7500-7599,SANTA FE,DR,,,TXHPD0000,I,GOLFCREST / BELLFORT / REVEILLE,76X6MPC5+FV,2022-09-13
4490801,1662940800000,23,123215322,220,"Burglary, Breaking and Entering",19,19G40,"Residence, Home (Includes Apartment)",12649 BROOKGLADE,12600-12699,BROOKGLADE,CIR,,77099,TXHPD0000,F,ALIEF,76X6M9HX+V6,2022-09-11
4490812,1662940800000,21,123366822,240,Motor vehicle theft,19,19G40,"Highway, Road, Street, Alley",12349 BROOKGLADE,12300-12399,BROOKGLADE,CIR,,77099,TXHPD0000,F,ALIEF,76X6MCH3+V7,2022-09-11
4490815,1662940800000,15,123526422,23F,Theft from motor vehicle,15,15E30,"Parking Lot, Garage",9549 POST OAK,9500-9599,POST OAK,RD,S,77096,TXHPD0000,K,NEAR SOUTHWEST,76X6MGGR+G9,2022-09-11
4490816,1662940800000,15,123007722,23C,Shoplifting,15,15E30,"Department, Discount Store",9549 POST OAK,9500-9599,POST OAK,RD,S,77096,TXHPD0000,K,NEAR SOUTHWEST,76X6MGGR+G9,2022-09-11
4490817,1663027200000,15,123529422,23C,Shoplifting,15,15E30,Convenience Store,9549 POST OAK,9500-9599,POST OAK,RD,S,77096,TXHPD0000,K,NEAR SOUTHWEST,76X6MGGR+G9,2022-09-12
4490821,1662681600000,21,121784722,120,Robbery,14,14D30,"Highway, Road, Street, Alley",5449 LONGMEADOW,5400-5499,LONGMEADOW,ST,,77033,TXHPD0000,D,SOUTH PARK,76X6MMF5+6W,2022-09-08
4490825,1663200000000,05,124299022,220,"Burglary, Breaking and Entering",14,14D30,Convenience Store,7549 MARTIN LUTHER KING,7500-7599,MARTIN LUTHER KING,BLVD,,77033,TXHPD0000,D,SOUTH PARK,76X6MMF7+6C,2022-09-14
4490829,1662768000000,13,122047522,23H,All other larceny,11,11H30,"Residence, Home (Includes Apartment)",8649 WINKLER,8600-8699,WINKLER,DR,,77017,TXHPD0000,I,MEADOWBROOK / ALLENDALE,76X6MPCQ+CG,2022-09-09
4490849,1662768000000,22,122259122,23C,Shoplifting,15,15E10,Convenience Store,5349 BRAESWOOD,5300-5399,BRAESWOOD,BLVD,N,77096,TXHPD0000,C,MEYERLAND AREA,76X6MGGF+RW,2022-09-09
4490854,1662681600000,14,121631022,23F,Theft from motor vehicle,11,11H50,"Parking Lot, Garage",3149 FOREST OAKS,3100-3199,FOREST OAKS,BLVD,,77017,TXHPD0000,E,MEADOWBROOK / ALLENDALE,76X6MQC5+8V,2022-09-08
4490855,1662681600000,14,121645722,23F,Theft from motor vehicle,11,11H50,"Parking Lot, Garage",3149 FOREST OAKS,3100-3199,FOREST OAKS,BLVD,,77017,TXHPD0000,E,MEADOWBROOK / ALLENDALE,76X6MQC5+8V,2022-09-08
4490866,1663113600000,07,123993522,23H,All other larceny,15,15E10,"Other, Unknown",6249 BRAESWOOD,6200-6299,BRAESWOOD,BLVD,S,77096,TXHPD0000,C,MEYERLAND AREA,76X6MGH2+6G,2022-09-13
4490869,1662681600000,01,124566722,23H,All other larceny,15,15E40,Arena/Stadium/Fairgrounds/Coliseum,8849 KIRBY,8800-8899,KIRBY,DR,,77054,TXHPD0000,K,SOUTH MAIN,76X6MHGQ+84,2022-09-08
4490872,1662854400000,09,122435622,290,"Destruction, damage, vandalism",13,13D20,"Residence, Home (Includes Apartment)",7649 BELLFORT,7600-7699,BELLFORT,ST,,77061,TXHPD0000,I,GOLFCREST / BELLFORT / REVEILLE,76X6MPC8+WV,2022-09-10
4490873,1663113600000,00,123724822,290,"Destruction, damage, vandalism",13,13D20,"Residence, Home (Includes Apartment)",7649 BELLFORT,7600-7699,BELLFORT,ST,,77061,TXHPD0000,I,GOLFCREST / BELLFORT / REVEILLE,76X6MPC8+WV,2022-09-13
4490874,1662940800000,07,124641622,290,"Destruction, damage, vandalism",13,13D20,"Parking Lot, Garage",7649 BELLFORT,7600-7699,BELLFORT,ST,,77061,TXHPD0000,I,GOLFCREST / BELLFORT / REVEILLE,76X6MPC8+WV,2022-09-11
4490887,1662854400000,22,122696722,290,"Destruction, damage, vandalism",02,02A10,Restaurant,1649 MAIN,1600-1699,MAIN,ST,N,77009,TXHPD0000,,,76X6MX87+4R,2022-09-10
4490894,1662854400000,20,124396822,240,Motor vehicle theft,13,13D20,"Parking Lot, Garage",7749 BELLFORT,7700-7799,BELLFORT,ST,,77061,TXHPD0000,I,GOLFCREST / BELLFORT / REVEILLE,76X6MPCC+X2,2022-09-10
4490905,1662681600000,18,121912922,23F,Theft from motor vehicle,15,15E40,"Parking Lot, Garage",8849 LAKES AT 610,8800-8899,LAKES AT 610,DR,,77054,TXHPD0000,K,SOUTH MAIN,76X6MHGJ+FJ,2022-09-08
4490906,1662681600000,18,122548222,220,"Burglary, Breaking and Entering",15,15E40,"Residence, Home (Includes Apartment)",8849 LAKES AT 610,8800-8899,LAKES AT 610,DR,,77054,TXHPD0000,K,SOUTH MAIN,76X6MHGJ+FJ,2022-09-08
4490909,1663027200000,15,123580222,290,"Destruction, damage, vandalism",15,15E40,"Residence, Home (Includes Apartment)",8849 LAKES AT 610,8800-8899,LAKES AT 610,DR,,77054,TXHPD0000,K,SOUTH MAIN,76X6MHGJ+FJ,2022-09-12
4490924,1662681600000,21,121778622,23F,Theft from motor vehicle,13,13D20,"Parking Lot, Garage",8449 GULF,8400-8499,GULF,FWY,,77061,TXHPD0000,I,MEADOWBROOK / ALLENDALE,76X6MPCP+RF,2022-09-08
4490925,1662768000000,13,122103322,23F,Theft from motor vehicle,13,13D20,"Parking Lot, Garage",8449 GULF,8400-8499,GULF,FWY,,77017,TXHPD0000,I,MEADOWBROOK / ALLENDALE,76X6MPCP+RF,2022-09-09
4490932,1662854400000,06,122393522,220,"Burglary, Breaking and Entering",13,13D20,"Residence, Home (Includes Apartment)",7849 BELLFORT,7800-7899,BELLFORT,ST,,77061,TXHPD0000,I,GOLFCREST / BELLFORT / REVEILLE,76X6MPCF+X4,2022-09-10
4490936,1662854400000,18,122617722,120,Robbery,13,13D20,"Grocery, Supermarket",7549 BELLFORT,7500-7599,BELLFORT,ST,,77061,TXHPD0000,I,GOLFCREST / BELLFORT / REVEILLE,76X6MPF6+4W,2022-09-10
4490961,1662940800000,21,123290022,23F,Theft from motor vehicle,15,15E10,"Residence, Home (Includes Apartment)",9149 BURDINE,9100-9199,BURDINE,ST,,77096,TXHPD0000,C,MEYERLAND AREA,76X6MGH9+C7,2022-09-11
4490982,1662681600000,14,122882322,290,"Destruction, damage, vandalism",13,13D20,"Residence, Home (Includes Apartment)",7949 BELLFORT,7900-7999,BELLFORT,ST,,77061,TXHPD0000,I,GOLFCREST / BELLFORT / REVEILLE,76X6MPFH+7F,2022-09-08
4490997,1663027200000,05,123281722,240,Motor vehicle theft,13,13D20,"Residence, Home (Includes Apartment)",7449 BELLFORT,7400-7499,BELLFORT,ST,,77087,TXHPD0000,I,GOLFCREST / BELLFORT / REVEILLE,76X6MPF5+GC,2022-09-12
4490998,1663027200000,05,123281722,290,"Destruction, damage, vandalism",13,13D20,"Residence, Home (Includes Apartment)",7449 BELLFORT,7400-7499,BELLFORT,ST,,77087,TXHPD0000,I,GOLFCREST / BELLFORT / REVEILLE,76X6MPF5+GC,2022-09-12
4491010,1662854400000,05,122390622,220,"Burglary, Breaking and Entering",15,15E10,"Residence, Home (Includes Apartment)",5449 BRAESVALLEY,5400-5499,BRAESVALLEY,DR,,77096,TXHPD0000,C,MEYERLAND AREA,76X6MGH9+H7,2022-09-10
4491011,1662940800000,21,123315222,220,"Burglary, Breaking and Entering",15,15E10,"Residence, Home (Includes Apartment)",5449 BRAESVALLEY,5400-5499,BRAESVALLEY,DR,,77096,TXHPD0000,C,MEYERLAND AREA,76X6MGH9+H7,2022-09-11
4491023,1663113600000,18,124130322,23C,Shoplifting,18,18F20,"Service, Gas Station",2649 LOOP,2600-2699,LOOP,,W,77056,TXHPD0000,K,SOUTH MAIN,76X6MHGJ+W9,2022-09-13
4491027,1662681600000,17,121986722,240,Motor vehicle theft,01,01A10,"Parking Lot, Garage",1749 POLK,1700-1799,POLK,,,77003,TXHPD0000,,,76X6MX87+J7,2022-09-08
4491028,1662681600000,03,121376622,220,"Burglary, Breaking and Entering",14,14D30,Convenience Store,7149 MARTIN LUTHER KING,7100-7199,MARTIN LUTHER KING,BLVD,,77033,TXHPD0000,D,SOUTH PARK,76X6MMG7+2F,2022-09-08
4491046,1662681600000,23,121965022,23C,Shoplifting,13,13D20,"Service, Gas Station",8249 BROADWAY,8200-8299,BROADWAY,ST,,77061,TXHPD0000,I,GOLFCREST / BELLFORT / REVEILLE,76X6MPFF+C5,2022-09-08
4491048,1663200000000,19,124668122,23C,Shoplifting,13,13D20,"Department, Discount Store",8249 BROADWAY,8200-8299,BROADWAY,ST,,77061,TXHPD0000,I,GOLFCREST / BELLFORT / REVEILLE,76X6MPFF+C5,2022-09-14
4491049,1662768000000,17,124428622,23B,Purse-snatching,13,13D20,"Residence, Home (Includes Apartment)",8249 BROADWAY,8200-8299,BROADWAY,ST,,77061,TXHPD0000,I,GOLFCREST / BELLFORT / REVEILLE,76X6MPFF+C5,2022-09-09
4491065,1662854400000,09,122633422,290,"Destruction, damage, vandalism",19,19G10,"Residence, Home (Includes Apartment)",9249 WOODFAIR,9200-9299,WOODFAIR,DR,,77036,TXHPD0000,J,WESTWOOD,76X6MCJX+CF,2022-09-10
4491080,1662681600000,06,121402622,240,Motor vehicle theft,18,18F20,"Parking Lot, Garage",2449 LOOP,2400-2499,LOOP,,W,77056,TXHPD0000,K,SOUTH MAIN,76X6MHGP+X8,2022-09-08
4491083,1662681600000,08,121481422,23H,All other larceny,14,14D30,"Commercial, Office Building",7149 MYKAWA,7100-7199,MYKAWA,RD,,77087,TXHPD0000,D,GOLFCREST / BELLFORT / REVEILLE,76X6MMFH+XM,2022-09-08
4491090,1662681600000,09,121457622,23G,Theft of motor vehicle parts or accessory,15,15E40,"Residence, Home (Includes Apartment)",2349 LOOP,2300-2399,LOOP,,S,77054,TXHPD0000,K,SOUTH MAIN,76X6MHGP+XP,2022-09-08
4491092,1663113600000,17,124334922,23G,Theft of motor vehicle parts or accessory,18,18F20,"Parking Lot, Garage",2349 LOOP,2300-2399,LOOP,,W,77056,TXHPD0000,K,SOUTH MAIN,76X6MHGP+XP,2022-09-13
4491125,1662681600000,16,121633822,26F,Identify theft,15,15E30,"Residence, Home (Includes Apartment)",4649 BRAESWOOD,4600-4699,BRAESWOOD,BLVD,N,77096,TXHPD0000,C,NEAR SOUTHWEST,76X6MGHV+J4,2022-09-08
4491126,1662681600000,16,121633822,26G,Hacking/Computer Invasion,15,15E30,"Residence, Home (Includes Apartment)",4649 BRAESWOOD,4600-4699,BRAESWOOD,BLVD,N,77096,TXHPD0000,C,NEAR SOUTHWEST,76X6MGHV+J4,2022-09-08
4491160,1662940800000,21,123209022,220,"Burglary, Breaking and Entering",14,14D20,"Residence, Home (Includes Apartment)",7449 CALHOUN,7400-7499,CALHOUN,RD,,77033,TXHPD0000,D,SUNNYSIDE,76X6MJGW+PV,2022-09-11
4491162,1662681600000,18,122094022,23H,All other larceny,14,14D20,"Hotel, Motel, ETC",7449 CALHOUN,7400-7499,CALHOUN,RD,,77033,TXHPD0000,D,SUNNYSIDE,76X6MJGW+PV,2022-09-08
4491163,1663027200000,10,123396822,23H,All other larceny,14,14D20,"Residence, Home (Includes Apartment)",7449 CALHOUN,7400-7499,CALHOUN,RD,,77033,TXHPD0000,D,SUNNYSIDE,76X6MJGW+PV,2022-09-12
4491178,1662681600000,23,121814822,290,"Destruction, damage, vandalism",17,17E30,"Residence, Home (Includes Apartment)",8949 REAMER,8900-8999,REAMER,,,77074,TXHPD0000,J,BRAEBURN,76X6MFJ8+QM,2022-09-08
4491206,1662681600000,17,121687222,23F,Theft from motor vehicle,13,13D20,Convenience Store,6249 TELEPHONE,6200-6299,TELEPHONE,RD,,77087,TXHPD0000,I,GOLFCREST / BELLFORT / REVEILLE,76X6MPG6+92,2022-09-08
4491228,1662854400000,21,122718922,23F,Theft from motor vehicle,14,14D20,"Parking Lot, Garage",3949 LOCKHART,3900-3999,LOCKHART,ST,,77051,TXHPD0000,D,SUNNYSIDE,76X6MJHM+7H,2022-09-10
4491229,1662940800000,18,123242622,23F,Theft from motor vehicle,14,14D20,"Parking Lot, Garage",3949 LOCKHART,3900-3999,LOCKHART,ST,,77051,TXHPD0000,D,SUNNYSIDE,76X6MJHM+7H,2022-09-11
4491230,1663027200000,11,123962122,26A,"False pretenses, swindle",11,11H50,"Residence, Home (Includes Apartment)",2549 FOREST OAKS,2500-2599,FOREST OAKS,BLVD,,77017,TXHPD0000,E,MEADOWBROOK / ALLENDALE,76X6MQF4+WJ,2022-09-12
4491245,1662768000000,03,122267722,240,Motor vehicle theft,19,19G40,Auto Dealership New/Used,8549 COOK,8500-8599,COOK,RD,,77072,TXHPD0000,F,ALIEF,76X6MCM3+RM,2022-09-09
4491259,1662854400000,19,122686822,120,Robbery,14,14D20,"Highway, Road, Street, Alley",7449 CULLEN,7400-7499,CULLEN,BLVD,,77051,TXHPD0000,D,SUNNYSIDE,76X6MJHV+9M,2022-09-10
4491260,1663113600000,13,123981722,120,Robbery,14,14D20,"Department, Discount Store",7449 CULLEN,7400-7499,CULLEN,BLVD,,77033,TXHPD0000,D,SUNNYSIDE,76X6MJHV+9M,2022-09-13
4491268,1663113600000,02,123931022,240,Motor vehicle theft,15,15E10,"Parking Lot, Garage",5449 BIRDWOOD,5400-5499,BIRDWOOD,RD,,77096,TXHPD0000,C,MEYERLAND AREA,76X6MGJ9+Q5,2022-09-13
4491287,1662940800000,07,122808122,200,Arson,15,15E40,"Residence, Home (Includes Apartment)",2849 BARTELL,2800-2899,BARTELL,DR,S,77054,TXHPD0000,K,SOUTH MAIN,76X6MHJH+5V,2022-09-11
4491296,1663027200000,21,123681722,23C,Shoplifting,11,11H30,Convenience Store,7949 HOWARD,7900-7999,HOWARD,DR,,77017,TXHPD0000,I,MEADOWBROOK / ALLENDALE,76X6MPGM+F4,2022-09-12
4491310,1663200000000,19,124660022,120,Robbery,13,13D20,Convenience Store,6149 TELEPHONE,6100-6199,TELEPHONE,RD,,77087,TXHPD0000,I,GOLFCREST / BELLFORT / REVEILLE,76X6MPG5+VP,2022-09-14
4491320,1662681600000,16,121658422,23F,Theft from motor vehicle,11,11H30,"Parking Lot, Garage",8349 WINKLER,8300-8399,WINKLER,DR,,77017,TXHPD0000,I,MEADOWBROOK / ALLENDALE,76X6MPGM+M7,2022-09-08
4491321,1663113600000,12,124001222,23F,Theft from motor vehicle,11,11H30,"Parking Lot, Garage",8349 WINKLER,8300-8399,WINKLER,DR,,77017,TXHPD0000,I,MEADOWBROOK / ALLENDALE,76X6MPGM+M7,2022-09-13
4491322,1663200000000,00,124245922,220,"Burglary, Breaking and Entering",11,11H30,"Commercial, Office Building",8349 WINKLER,8300-8399,WINKLER,DR,,77017,TXHPD0000,I,MEADOWBROOK / ALLENDALE,76X6MPGM+M7,2022-09-14
4491325,1662768000000,18,124496222,23H,All other larceny,19,19G40,"Residence, Home (Includes Apartment)",8549 DAIRY VIEW,8500-8599,DAIRY VIEW,LN,,77072,TXHPD0000,F,ALIEF,76X6M9PX+7V,2022-09-09
4491331,1663113600000,13,123978622,23C,Shoplifting,11,11H30,"Department, Discount Store",8049 BARKLEY,8000-8099,BARKLEY,DR,,77017,TXHPD0000,I,MEADOWBROOK / ALLENDALE,76X6MPGP+Q3,2022-09-13
4491350,1662681600000,00,121362522,240,Motor vehicle theft,13,13D20,"Parking Lot, Garage",7549 WESTOVER,7500-7599,WESTOVER,ST,,77087,TXHPD0000,I,GOLFCREST / BELLFORT / REVEILLE,76X6MPH5+2W,2022-09-08
4491371,1662681600000,07,121411822,23G,Theft of motor vehicle parts or accessory,15,15E40,"Residence, Home (Includes Apartment)",8449 BARTELL,8400-8499,BARTELL,DR,W,77054,TXHPD0000,K,SOUTH MAIN,76X6MHJH+H9,2022-09-08
4491383,1662854400000,19,122794522,240,Motor vehicle theft,17,17E20,"Parking Lot, Garage",7549 BISSONNET,7500-7599,BISSONNET,ST,,77074,TXHPD0000,J,BRAEBURN,76X6MFMP+H8,2022-09-10
4491384,1663027200000,22,123703122,220,"Burglary, Breaking and Entering",17,17E20,"Residence, Home (Includes Apartment)",7549 BISSONNET,7500-7599,BISSONNET,ST,,77074,TXHPD0000,J,BRAEBURN,76X6MFMP+H8,2022-09-12
4491392,1663027200000,16,123571422,23C,Shoplifting,15,15E40,"Department, Discount Store",9449 MAIN,9400-9499,MAIN,ST,,77054,TXHPD0000,K,SOUTH MAIN,76X6MHJG+M8,2022-09-12
4491401,1663027200000,23,123715122,120,Robbery,11,11H30,"Residence, Home (Includes Apartment)",8249 GARLAND,8200-8299,GARLAND,DR,,77017,TXHPD0000,I,MEADOWBROOK / ALLENDALE,76X6MPGV+VM,2022-09-12
4491422,1663027200000,18,124007322,290,"Destruction, damage, vandalism",15,15E40,"Parking Lot, Garage",2749 WESTRIDGE,2700-2799,WESTRIDGE,ST,,77054,TXHPD0000,K,SOUTH MAIN,76X6MHJJ+V3,2022-09-12
4491424,1662854400000,01,122466922,23G,Theft of motor vehicle parts or accessory,15,15E40,"Parking Lot, Garage",2649 WESTRIDGE,2600-2699,WESTRIDGE,ST,,77054,TXHPD0000,K,SOUTH MAIN,76X6MHJJ+RP,2022-09-10
4491425,1662854400000,01,122466922,290,"Destruction, damage, vandalism",15,15E40,"Parking Lot, Garage",2649 WESTRIDGE,2600-2699,WESTRIDGE,ST,,77054,TXHPD0000,K,SOUTH MAIN,76X6MHJJ+RP,2022-09-10
4491428,1663027200000,20,123947722,240,Motor vehicle theft,15,15E40,"Parking Lot, Garage",2549 WESTRIDGE,2500-2599,WESTRIDGE,ST,,77054,TXHPD0000,K,SOUTH MAIN,76X6MHJM+RC,2022-09-12
4491467,1663113600000,08,123838522,250,"Counterfeiting, forgery",15,15E40,"Drug Store, Doctors Office, Hospital",8349 EL RIO,8300-8399,EL RIO,ST,,77054,TXHPD0000,D,ASTRODOME AREA,76X6MJJ5+MW,2022-09-13
4491470,1663027200000,12,123514622,23F,Theft from motor vehicle,15,15E10,"Highway, Road, Street, Alley",5349 JASON,5300-5399,JASON,ST,,77096,TXHPD0000,C,MEYERLAND AREA,76X6MGMC+JP,2022-09-12
4491473,1662681600000,14,121791722,23F,Theft from motor vehicle,15,15E30,"Highway, Road, Street, Alley",4149 LEESHIRE,4100-4199,LEESHIRE,DR,,77025,TXHPD0000,K,BRAESWOOD,76X6MHM4+82,2022-09-08
4491480,1663113600000,13,124452222,290,"Destruction, damage, vandalism",19,19G10,"Parking Lot, Garage",10549 SPICE,10500-10599,SPICE,LN,,77072,TXHPD0000,J,ALIEF,76X6MCPP+H2,2022-09-13
4491481,1663113600000,21,124193022,290,"Destruction, damage, vandalism",19,19G10,"Residence, Home (Includes Apartment)",10549 SPICE,10500-10599,SPICE,LN,,77072,TXHPD0000,J,ALIEF,76X6MCPP+H2,2022-09-13
4491492,1662768000000,01,121863422,23G,Theft of motor vehicle parts or accessory,15,15E40,"Residence, Home (Includes Apartment)",8349 EL MUNDO,8300-8399,EL MUNDO,ST,,77054,TXHPD0000,D,ASTRODOME AREA,76X6MJJ7+P4,2022-09-09
4491511,1662940800000,11,122950622,220,"Burglary, Breaking and Entering",18,18F60,"Residence, Home (Includes Apartment)",9149 IMOGENE,9100-9199,IMOGENE,ST,,77036,TXHPD0000,J,SHARPSTOWN,76X6MFP6+92,2022-09-11
4491515,1662854400000,18,122619522,26B,"Credit card, ATM fraud",14,14D20,"Hotel, Motel, ETC",7549 SCOTT,7500-7599,SCOTT,ST,,77021,TXHPD0000,D,GREATER OST / SOUTH UNION,76X6MJJM+HF,2022-09-10
4491525,1662854400000,12,123969322,290,"Destruction, damage, vandalism",15,15E40,"Highway, Road, Street, Alley",9349 MAIN,9300-9399,MAIN,ST,,77025,TXHPD0000,K,SOUTH MAIN,76X6MHMG+6Q,2022-09-10
4491526,1663113600000,13,123974422,290,"Destruction, damage, vandalism",15,15E40,"Highway, Road, Street, Alley",9349 MAIN,9300-9399,MAIN,ST,,77025,TXHPD0000,K,SOUTH MAIN,76X6MHMG+6Q,2022-09-13
4491530,1663113600000,10,124519722,26F,Identify theft,15,15E10,"Residence, Home (Includes Apartment)",5649 JACKWOOD,5600-5699,JACKWOOD,ST,,77096,TXHPD0000,C,MEYERLAND AREA,76X6MGM6+XQ,2022-09-13
4491531,1662940800000,20,124015322,23G,Theft of motor vehicle parts or accessory,13,13D10,"Parking Lot, Garage",5849 HEFFERNAN,5800-5899,HEFFERNAN,ST,,77087,TXHPD0000,I,GOLFCREST / BELLFORT / REVEILLE,76X6MMJP+38,2022-09-11
4491533,1662681600000,23,121937022,220,"Burglary, Breaking and Entering",13,13D20,"Department, Discount Store",5949 TELEPHONE,5900-5999,TELEPHONE,RD,,77087,TXHPD0000,I,GOLFCREST / BELLFORT / REVEILLE,76X6MPH4+VX,2022-09-08
4491543,1662940800000,15,123027622,240,Motor vehicle theft,09,09C30,"Parking Lot, Garage",8949 LOOP,8900-8999,LOOP,,N,77013,TXHPD0000,C,MEYERLAND AREA,76X6MGMR+PM,2022-09-11
4491548,1662940800000,13,123490722,23F,Theft from motor vehicle,13,13D10,"Parking Lot, Garage",5849 NUNN,5800-5899,NUNN,ST,,77087,TXHPD0000,I,GOLFCREST / BELLFORT / REVEILLE,76X6MMJP+5X,2022-09-11
4491563,1662768000000,07,121933422,120,Robbery,19,19G10,"Parking Lot, Garage",10249 CLUB CREEK,10200-10299,CLUB CREEK,DR,,77036,TXHPD0000,J,WESTWOOD,76X6MCPX+R6,2022-09-09
4491564,1662854400000,08,122422422,240,Motor vehicle theft,19,19G10,"Parking Lot, Garage",10249 CLUB CREEK,10200-10299,CLUB CREEK,DR,,77036,TXHPD0000,J,WESTWOOD,76X6MCPX+R6,2022-09-10
