OBJECTID,USER_RMSOccurrenceDate,USER_RMSOccurrenceHour,USER_Incident,USER_NIBRSClass,USER_NIBRSDescription,USER_District,USER_Beat,USER_Premise,USER_OffenseAddressMiddle,USER_BlockRange,USER_StreetName,USER_StreetType,USER_Suffix,USER_ZIPCode,USER_ORI,DISTRICT_1,SNBNAME,OLC,date
4549738,1663113600000,03,124389422,240,Motor vehicle theft,18,18F40,"Service, Gas Station",8949 WESTHEIMER,8900-8999,WESTHEIMER,RD,,77063,TXHPD0000,F,MID WEST,76X6PFPH+W5,2022-09-13
4549748,1662854400000,13,122861022,23G,Theft of motor vehicle parts or accessory,18,18F40,"Parking Lot, Garage",8849 WESTHEIMER,8800-8899,WESTHEIMER,RD,,77063,TXHPD0000,F,MID WEST,76X6PFPH+WR,2022-09-10
4549764,1662854400000,15,122767422,23G,Theft of motor vehicle parts or accessory,18,18F40,"Parking Lot, Garage",8749 WESTHEIMER,8700-8799,WESTHEIMER,RD,,77063,TXHPD0000,F,MID WEST,76X6PFPJ+W9,2022-09-10
4549765,1662940800000,18,123280022,23F,Theft from motor vehicle,18,18F40,"Parking Lot, Garage",8749 WESTHEIMER,8700-8799,WESTHEIMER,RD,,77063,TXHPD0000,F,MID WEST,76X6PFPJ+W9,2022-09-11
4549776,1663200000000,19,124925922,240,Motor vehicle theft,18,18F30,"Residence, Home (Includes Apartment)",2749 BRIARHURST,2700-2799,BRIARHURST,DR,,77057,TXHPD0000,J,MID WEST,76X6PGP4+MV,2022-09-14
4549784,1663027200000,12,123430322,290,"Destruction, damage, vandalism",18,18F40,"Parking Lot, Garage",8649 WESTHEIMER,8600-8699,WESTHEIMER,RD,,77063,TXHPD0000,F,MID WEST,76X6PFPJ+WW,2022-09-12
4549809,1663113600000,16,125532922,240,Motor vehicle theft,18,18F40,"Parking Lot, Garage",2749 LAZY HOLLOW,2700-2799,LAZY HOLLOW,DR,,77063,TXHPD0000,G,MID WEST,76X6PFPM+X5,2022-09-13
4549825,1662854400000,22,122743122,23F,Theft from motor vehicle,18,18F40,"Parking Lot, Garage",8249 WESTHEIMER,8200-8299,WESTHEIMER,RD,,77063,TXHPD0000,F,MID WEST,76X6PFPP+XV,2022-09-10
4549828,1663113600000,15,124170922,23G,Theft of motor vehicle parts or accessory,10,10H40,"Parking Lot, Garage",4249 SAN JACINTO,4200-4299,SAN JACINTO,ST,,77004,TXHPD0000,D,MIDTOWN,76X6PJM9+HQ,2022-09-13
4549829,1663113600000,13,124440322,23F,Theft from motor vehicle,18,18F40,"Bank, Savings & Loan",8149 WESTHEIMER,8100-8199,WESTHEIMER,RD,,77063,TXHPD0000,F,MID WEST,76X6PFPQ+X8,2022-09-13
4549830,1663200000000,13,124519422,23F,Theft from motor vehicle,18,18F40,"Bank, Savings & Loan",8149 WESTHEIMER,8100-8199,WESTHEIMER,RD,,77063,TXHPD0000,F,MID WEST,76X6PFPQ+X8,2022-09-14
4549876,1662940800000,21,123324422,290,"Destruction, damage, vandalism",01,01A50,"Highway, Road, Street, Alley",3349 CUMMINS,3300-3399,CUMMINS,ST,,77027,TXHPD0000,C,GREENWAY / UPPER KIRBY AREA,76X6PHP6+7J,2022-09-11
4549880,1663459200000,07,125905922,240,Motor vehicle theft,18,18F40,"Other, Unknown",7849 WESTHEIMER,7800-7899,WESTHEIMER,RD,,77063,TXHPD0000,F,MID WEST,76X6PFPV+XM,2022-09-17
4549884,1663372800000,21,125993122,23F,Theft from motor vehicle,01,01A50,"Parking Lot, Garage",3449 EDLOE,3400-3499,EDLOE,ST,,77027,TXHPD0000,C,GREENWAY / UPPER KIRBY AREA,76X6PHP8+6J,2022-09-16
4549901,1663200000000,00,124240722,120,Robbery,18,18F40,"Parking Lot, Garage",7549 WESTHEIMER,7500-7599,WESTHEIMER,RD,,77063,TXHPD0000,F,MID WEST,76X6PFQW+27,2022-09-14
4549902,1663027200000,01,123250822,290,"Destruction, damage, vandalism",18,18F40,Convenience Store,7549 WESTHEIMER,7500-7599,WESTHEIMER,RD,,77063,TXHPD0000,F,MID WEST,76X6PFQW+27,2022-09-12
4549906,1663200000000,01,124343422,23F,Theft from motor vehicle,01,01A20,"Other, Unknown",849 RICHMOND,800-899,RICHMOND,AVE,,77006,TXHPD0000,C,NEARTOWN - MONTROSE,76X6PJM6+Q7,2022-09-14
4549920,1662854400000,20,122806022,23F,Theft from motor vehicle,18,18F40,"Residence, Home (Includes Apartment)",2649 LAZY HOLLOW,2600-2699,LAZY HOLLOW,DR,,77063,TXHPD0000,G,MID WEST,76X6PFQM+55,2022-09-10
4549922,1663372800000,10,125561422,23F,Theft from motor vehicle,18,18F40,"Residence, Home (Includes Apartment)",2649 LAZY HOLLOW,2600-2699,LAZY HOLLOW,DR,,77063,TXHPD0000,G,MID WEST,76X6PFQM+55,2022-09-16
4549923,1663286400000,21,125728622,23F,Theft from motor vehicle,18,18F40,"Parking Lot, Garage",2649 LAZY HOLLOW,2600-2699,LAZY HOLLOW,DR,,77063,TXHPD0000,G,MID WEST,76X6PFQM+55,2022-09-15
4549945,1663459200000,00,125880922,220,"Burglary, Breaking and Entering",20,20G40,Liquor Store,2349 KIRKWOOD,2300-2399,KIRKWOOD,RD,S,77077,TXHPD0000,G,BRIAR FOREST,76X6PCQ6+WH,2022-09-17
4549976,1663372800000,03,125364422,23G,Theft of motor vehicle parts or accessory,18,18F30,"Parking Lot, Garage",6449 WESTHEIMER,6400-6499,WESTHEIMER,RD,,77057,TXHPD0000,J,MID WEST,76X6PGQ3+23,2022-09-16
4549977,1663372800000,23,125744322,120,Robbery,18,18F30,"Parking Lot, Garage",6449 WESTHEIMER,6400-6499,WESTHEIMER,RD,,77057,TXHPD0000,J,MID WEST,76X6PGQ3+23,2022-09-16
4549978,1663372800000,23,125765522,120,Robbery,18,18F30,"Residence, Home (Includes Apartment)",6449 WESTHEIMER,6400-6499,WESTHEIMER,RD,,77057,TXHPD0000,J,MID WEST,76X6PGQ3+23,2022-09-16
4549993,1663286400000,14,125037022,23F,Theft from motor vehicle,11,11H10,"Parking Lot, Garage",7549 HARRISBURG,7500-7599,HARRISBURG,BLVD,,77012,TXHPD0000,I,MAGNOLIA PARK,76X6PPJ5+VQ,2022-09-15
4550006,1663027200000,11,123416022,290,"Destruction, damage, vandalism",20,20G40,"Residence, Home (Includes Apartment)",2349 HAYES,2300-2399,HAYES,RD,,77077,TXHPD0000,G,BRIAR FOREST,76X6PCQF+WG,2022-09-12
4550016,1663372800000,15,125574222,23C,Shoplifting,18,18F30,Speciality Store,6149 WESTHEIMER,6100-6199,WESTHEIMER,RD,,77057,TXHPD0000,J,MID WEST,76X6PGQ5+37,2022-09-16
4550026,1662854400000,00,122504422,240,Motor vehicle theft,18,18F30,"Parking Lot, Garage",6049 WESTHEIMER,6000-6099,WESTHEIMER,RD,,77057,TXHPD0000,J,MID WEST,76X6PGQ6+3R,2022-09-10
4550029,1663286400000,01,125179822,23H,All other larceny,18,18F30,"Bar, Nightclub",6049 WESTHEIMER,6000-6099,WESTHEIMER,RD,,77057,TXHPD0000,J,MID WEST,76X6PGQ6+3R,2022-09-15
4550042,1663286400000,00,124873422,23G,Theft of motor vehicle parts or accessory,18,18F30,"Parking Lot, Garage",5949 WESTHEIMER,5900-5999,WESTHEIMER,RD,,77057,TXHPD0000,J,MID WEST,76X6PGQ7+3H,2022-09-15
4550043,1663286400000,02,124797422,220,"Burglary, Breaking and Entering",18,18F30,Restaurant,5949 WESTHEIMER,5900-5999,WESTHEIMER,RD,,77057,TXHPD0000,J,MID WEST,76X6PGQ7+3H,2022-09-15
4550073,1662854400000,15,122583322,23C,Shoplifting,18,18F30,Shopping Mall,5849 WESTHEIMER,5800-5899,WESTHEIMER,RD,,77057,TXHPD0000,J,MID WEST,76X6PGQ9+47,2022-09-10
4550074,1663200000000,21,124702722,23F,Theft from motor vehicle,18,18F30,"Parking Lot, Garage",5849 WESTHEIMER,5800-5899,WESTHEIMER,RD,,77057,TXHPD0000,J,MID WEST,76X6PGQ9+47,2022-09-14
4550075,1663200000000,21,124780722,23F,Theft from motor vehicle,18,18F30,"Parking Lot, Garage",5849 WESTHEIMER,5800-5899,WESTHEIMER,RD,,77057,TXHPD0000,J,MID WEST,76X6PGQ9+47,2022-09-14
4550076,1663286400000,00,124780922,290,"Destruction, damage, vandalism",18,18F30,Restaurant,5849 WESTHEIMER,5800-5899,WESTHEIMER,RD,,77057,TXHPD0000,J,MID WEST,76X6PGQ9+47,2022-09-15
4550092,1662940800000,04,122804022,220,"Burglary, Breaking and Entering",18,18F30,"Service, Gas Station",5749 WESTHEIMER,5700-5799,WESTHEIMER,RD,,77057,TXHPD0000,J,MID WEST,76X6PGQC+47,2022-09-11
4550093,1662940800000,04,122804022,23D,Theft from building,18,18F30,"Service, Gas Station",5749 WESTHEIMER,5700-5799,WESTHEIMER,RD,,77057,TXHPD0000,J,MID WEST,76X6PGQC+47,2022-09-11
4550094,1662940800000,04,122804022,23H,All other larceny,18,18F30,"Service, Gas Station",5749 WESTHEIMER,5700-5799,WESTHEIMER,RD,,77057,TXHPD0000,J,MID WEST,76X6PGQC+47,2022-09-11
4550102,1663286400000,02,124886922,23H,All other larceny,18,18F40,"Highway, Road, Street, Alley",2549 FONDREN,2500-2599,FONDREN,RD,,77063,TXHPD0000,G,MID WEST,76X6PFQH+HG,2022-09-15
4550106,1663027200000,17,123638122,290,"Destruction, damage, vandalism",01,01A30,"Residence, Home (Includes Apartment)",3249 BRANARD,3200-3299,BRANARD,ST,,77098,TXHPD0000,C,GREENWAY / UPPER KIRBY AREA,76X6PHPF+HM,2022-09-12
4550125,1663113600000,01,123709722,220,"Burglary, Breaking and Entering",18,18F20,"Residence, Home (Includes Apartment)",5649 WESTHEIMER,5600-5699,WESTHEIMER,RD,,77056,TXHPD0000,J,GREATER UPTOWN,76X6PGQF+5R,2022-09-13
4550126,1663113600000,01,123709722,290,"Destruction, damage, vandalism",18,18F20,"Residence, Home (Includes Apartment)",5649 WESTHEIMER,5600-5699,WESTHEIMER,RD,,77056,TXHPD0000,J,GREATER UPTOWN,76X6PGQF+5R,2022-09-13
4550134,1663372800000,04,125443822,23F,Theft from motor vehicle,10,10H50,"Highway, Road, Street, Alley",3249 HUTCHINS,3200-3299,HUTCHINS,ST,,77004,TXHPD0000,D,GREATER THIRD WARD,76X6PJPM+26,2022-09-16
4550140,1663200000000,09,124735722,240,Motor vehicle theft,01,01A30,"Parking Lot, Garage",4149 MONTROSE,4100-4199,MONTROSE,BLVD,,77006,TXHPD0000,C,NEARTOWN - MONTROSE,76X6PJP5+7H,2022-09-14
4550158,1663372800000,00,125350922,23F,Theft from motor vehicle,18,18F30,"Highway, Road, Street, Alley",2649 POTOMAC,2600-2699,POTOMAC,DR,,77057,TXHPD0000,G,GREATER UPTOWN,76X6PGQ6+CH,2022-09-16
4550165,1662854400000,20,122952322,240,Motor vehicle theft,18,18F20,Shopping Mall,5049 ALABAMA,5000-5099,ALABAMA,ST,W,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGQQ+58,2022-09-10
4550178,1663459200000,02,126007622,23G,Theft of motor vehicle parts or accessory,10,10H40,"Parking Lot, Garage",4049 FANNIN,4000-4099,FANNIN,ST,,77004,TXHPD0000,D,MIDTOWN,76X6PJP9+7V,2022-09-17
4550179,1663372800000,19,126051522,26B,"Credit card, ATM fraud",10,10H40,"Parking Lot, Garage",4049 FANNIN,4000-4099,FANNIN,ST,,77004,TXHPD0000,D,MIDTOWN,76X6PJP9+7V,2022-09-16
4550180,1663372800000,19,126051522,26F,Identify theft,10,10H40,"Parking Lot, Garage",4049 FANNIN,4000-4099,FANNIN,ST,,77004,TXHPD0000,D,MIDTOWN,76X6PJP9+7V,2022-09-16
4550181,1663200000000,10,124533222,23F,Theft from motor vehicle,20,20G20,"Parking Lot, Garage",2349 SEAGLER,2300-2399,SEAGLER,RD,,77042,TXHPD0000,G,BRIAR FOREST,76X6PCRW+4P,2022-09-14
4550192,1663200000000,10,124878022,23F,Theft from motor vehicle,20,20G20,"Residence, Home (Includes Apartment)",10949 PIPING ROCK,10900-10999,PIPING ROCK,LN,,77042,TXHPD0000,G,BRIAR FOREST,76X6PCRH+9X,2022-09-14
4550197,1662940800000,00,124111222,220,"Burglary, Breaking and Entering",20,20G20,"Residence, Home (Includes Apartment)",10749 PIPING ROCK,10700-10799,PIPING ROCK,LN,,77042,TXHPD0000,G,BRIAR FOREST,76X6PCRM+9H,2022-09-11
4550202,1663027200000,11,123429722,290,"Destruction, damage, vandalism",10,10H50,"Highway, Road, Street, Alley",3149 BREMOND,3100-3199,BREMOND,ST,,77004,TXHPD0000,D,GREATER THIRD WARD,76X6PJPW+55,2022-09-12
4550206,1663027200000,19,123637722,220,"Burglary, Breaking and Entering",11,11H10,"Residence, Home (Includes Apartment)",649 HUGHES,600-699,HUGHES,,,77011,TXHPD0000,I,LAWNDALE / WAYSIDE,76X6PMMM+QM,2022-09-12
4550209,1663200000000,00,125489222,220,"Burglary, Breaking and Entering",18,18F40,"Residence, Home (Includes Apartment)",2449 LAZY HOLLOW,2400-2499,LAZY HOLLOW,DR,,77063,TXHPD0000,G,MID WEST,76X6PFQM+W5,2022-09-14
4550216,1662854400000,22,123124222,23F,Theft from motor vehicle,18,18F40,"Parking Lot, Garage",2449 LAZY HOLLOW,2400-2499,LAZY HOLLOW,DR,,77063,TXHPD0000,G,MID WEST,76X6PFQM+W5,2022-09-10
4550225,1663372800000,02,125363722,290,"Destruction, damage, vandalism",10,10H50,"Residence, Home (Includes Apartment)",2649 DELANO,2600-2699,DELANO,ST,,77004,TXHPD0000,D,GREATER THIRD WARD,76X6PJPR+7C,2022-09-16
4550226,1663200000000,16,124643822,23F,Theft from motor vehicle,11,11H10,"Parking Lot, Garage",7049 CAPITOL,7000-7099,CAPITOL,ST,,77011,TXHPD0000,I,MAGNOLIA PARK,76X6PMMX+M8,2022-09-14
4550230,1662854400000,17,122588322,23H,All other larceny,11,11H10,"Grocery, Supermarket",7049 CAPITOL,7000-7099,CAPITOL,ST,,77011,TXHPD0000,I,MAGNOLIA PARK,76X6PMMX+M8,2022-09-10
4550241,1662940800000,00,123028322,23C,Shoplifting,18,18F20,"Drug Store, Doctors Office, Hospital",5449 WESTHEIMER,5400-5499,WESTHEIMER,RD,,77056,TXHPD0000,J,GREATER UPTOWN,76X6PGQH+G9,2022-09-11
4550242,1662940800000,18,123291622,240,Motor vehicle theft,18,18F20,"Parking Lot, Garage",5449 WESTHEIMER,5400-5499,WESTHEIMER,RD,,77056,TXHPD0000,J,GREATER UPTOWN,76X6PGQH+G9,2022-09-11
4550248,1662940800000,10,122960122,23G,Theft of motor vehicle parts or accessory,20,20G40,"Residence, Home (Includes Apartment)",2249 HAYES,2200-2299,HAYES,RD,,77077,TXHPD0000,G,BRIAR FOREST,76X6PCRF+JG,2022-09-11
4550264,1662854400000,14,122991422,220,"Burglary, Breaking and Entering",18,18F40,"Residence, Home (Includes Apartment)",2249 WESTERLAND,2200-2299,WESTERLAND,DR,,77063,TXHPD0000,G,MID WEST,76X6PFR9+6C,2022-09-10
4550267,1663372800000,22,125814122,240,Motor vehicle theft,10,10H40,"Highway, Road, Street, Alley",3849 SAN JACINTO,3800-3899,SAN JACINTO,ST,,77004,TXHPD0000,D,MIDTOWN,76X6PJPC+HJ,2022-09-16
4550280,1662940800000,18,123257022,240,Motor vehicle theft,01,01A30,"Residence, Home (Includes Apartment)",2249 SUL ROSS,2200-2299,SUL ROSS,ST,,77098,TXHPD0000,C,GREENWAY / UPPER KIRBY AREA,76X6PHQP+2F,2022-09-11
4550281,1662940800000,13,122956822,240,Motor vehicle theft,10,10H50,"Highway, Road, Street, Alley",2449 BRILEY,2400-2499,BRILEY,ST,,77004,TXHPD0000,D,GREATER THIRD WARD,76X6PJPV+CR,2022-09-11
4550302,1663027200000,09,123358922,290,"Destruction, damage, vandalism",18,18F40,"Residence, Home (Includes Apartment)",2449 VOSS,2400-2499,VOSS,RD,S,77057,TXHPD0000,G,GREATER UPTOWN,76X6PFRX+2M,2022-09-12
4550328,1663200000000,20,124911222,290,"Destruction, damage, vandalism",10,10H50,"Residence, Home (Includes Apartment)",2349 BURKETT,2300-2399,BURKETT,ST,,77004,TXHPD0000,D,GREATER THIRD WARD,76X6PJPW+H7,2022-09-14
4550335,1663459200000,14,126018422,23C,Shoplifting,18,18F20,Speciality Store,5349 WESTHEIMER,5300-5399,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGQJ+Q4,2022-09-17
4550336,1663113600000,12,124514222,23G,Theft of motor vehicle parts or accessory,18,18F30,"Residence, Home (Includes Apartment)",2449 JAMESTOWN MALL,2400-2499,JAMESTOWN MALL,,,77057,TXHPD0000,G,GREATER UPTOWN,76X6PGR5+2G,2022-09-13
4550343,1662854400000,17,122868022,23F,Theft from motor vehicle,18,18F40,"Parking Lot, Garage",2349 LAZY HOLLOW,2300-2399,LAZY HOLLOW,DR,,77063,TXHPD0000,G,MID WEST,76X6PFRM+85,2022-09-10
4550344,1662854400000,19,123885422,220,"Burglary, Breaking and Entering",18,18F40,"Residence, Home (Includes Apartment)",2349 LAZY HOLLOW,2300-2399,LAZY HOLLOW,DR,,77063,TXHPD0000,G,MID WEST,76X6PFRM+85,2022-09-10
4550345,1662854400000,22,123012922,23F,Theft from motor vehicle,18,18F40,"Parking Lot, Garage",2349 LAZY HOLLOW,2300-2399,LAZY HOLLOW,DR,,77063,TXHPD0000,G,MID WEST,76X6PFRM+85,2022-09-10
4550346,1662940800000,20,123341422,23F,Theft from motor vehicle,18,18F40,"Parking Lot, Garage",2349 LAZY HOLLOW,2300-2399,LAZY HOLLOW,DR,,77063,TXHPD0000,G,MID WEST,76X6PFRM+85,2022-09-11
4550347,1663027200000,06,123295222,220,"Burglary, Breaking and Entering",18,18F40,"Residence, Home (Includes Apartment)",2349 LAZY HOLLOW,2300-2399,LAZY HOLLOW,DR,,77063,TXHPD0000,G,MID WEST,76X6PFRM+85,2022-09-12
4550348,1663200000000,21,124706022,23H,All other larceny,18,18F40,"Residence, Home (Includes Apartment)",2349 LAZY HOLLOW,2300-2399,LAZY HOLLOW,DR,,77063,TXHPD0000,G,MID WEST,76X6PFRM+85,2022-09-14
4550349,1663200000000,21,124706022,290,"Destruction, damage, vandalism",18,18F40,"Residence, Home (Includes Apartment)",2349 LAZY HOLLOW,2300-2399,LAZY HOLLOW,DR,,77063,TXHPD0000,G,MID WEST,76X6PFRM+85,2022-09-14
4550350,1663286400000,03,124811822,23F,Theft from motor vehicle,18,18F40,"Parking Lot, Garage",2349 LAZY HOLLOW,2300-2399,LAZY HOLLOW,DR,,77063,TXHPD0000,G,MID WEST,76X6PFRM+85,2022-09-15
4550351,1663372800000,01,125461222,23F,Theft from motor vehicle,18,18F40,"Residence, Home (Includes Apartment)",2349 LAZY HOLLOW,2300-2399,LAZY HOLLOW,DR,,77063,TXHPD0000,G,MID WEST,76X6PFRM+85,2022-09-16
4550367,1662854400000,05,122389622,290,"Destruction, damage, vandalism",18,18F40,"Residence, Home (Includes Apartment)",2549 OLD FARM,2500-2599,OLD FARM,RD,,77063,TXHPD0000,G,MID WEST,76X6PFRQ+7H,2022-09-10
4550368,1663286400000,11,125213922,220,"Burglary, Breaking and Entering",18,18F40,"Residence, Home (Includes Apartment)",2549 OLD FARM,2500-2599,OLD FARM,RD,,77063,TXHPD0000,G,MID WEST,76X6PFRQ+7H,2022-09-15
4550370,1663113600000,20,124355622,23G,Theft of motor vehicle parts or accessory,18,18F40,"Parking Lot, Garage",2549 OLD FARM,2500-2599,OLD FARM,RD,,77063,TXHPD0000,G,MID WEST,76X6PFRQ+7H,2022-09-13
4550371,1662854400000,02,122356122,290,"Destruction, damage, vandalism",18,18F40,"Residence, Home (Includes Apartment)",2549 OLD FARM,2500-2599,OLD FARM,RD,,77063,TXHPD0000,G,MID WEST,76X6PFRQ+7H,2022-09-10
4550378,1662854400000,19,122639922,220,"Burglary, Breaking and Entering",18,18F40,"Residence, Home (Includes Apartment)",8749 WOODWAY,8700-8799,WOODWAY,DR,,77063,TXHPD0000,G,MID WEST,76X6PFRJ+9Q,2022-09-10
4550379,1662940800000,06,123147822,240,Motor vehicle theft,18,18F40,"Residence, Home (Includes Apartment)",8749 WOODWAY,8700-8799,WOODWAY,DR,,77063,TXHPD0000,G,MID WEST,76X6PFRJ+9Q,2022-09-11
4550380,1662940800000,08,123488722,23F,Theft from motor vehicle,18,18F40,"Parking Lot, Garage",8749 WOODWAY,8700-8799,WOODWAY,DR,,77063,TXHPD0000,G,MID WEST,76X6PFRJ+9Q,2022-09-11
4550411,1662940800000,02,122753622,240,Motor vehicle theft,18,18F20,"Highway, Road, Street, Alley",5249 WESTHEIMER,5200-5299,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRJ+2V,2022-09-11
4550421,1663027200000,17,123579522,210,"Extortion, Blackmail",01,01A50,"Residence, Home (Includes Apartment)",4049 ESSEX,4000-4099,ESSEX,LN,,77027,TXHPD0000,G,GREENWAY / UPPER KIRBY AREA,76X6PHQ3+VC,2022-09-12
4550422,1663027200000,17,123579522,23H,All other larceny,01,01A50,"Residence, Home (Includes Apartment)",4049 ESSEX,4000-4099,ESSEX,LN,,77027,TXHPD0000,G,GREENWAY / UPPER KIRBY AREA,76X6PHQ3+VC,2022-09-12
4550426,1662940800000,12,123514022,23H,All other larceny,18,18F30,"Residence, Home (Includes Apartment)",2549 AUGUSTA,2500-2599,AUGUSTA,DR,,77057,TXHPD0000,G,GREATER UPTOWN,76X6PGR9+62,2022-09-11
4550427,1662940800000,12,123514022,26B,"Credit card, ATM fraud",18,18F30,"Residence, Home (Includes Apartment)",2549 AUGUSTA,2500-2599,AUGUSTA,DR,,77057,TXHPD0000,G,GREATER UPTOWN,76X6PGR9+62,2022-09-11
4550428,1662940800000,13,123876522,23H,All other larceny,18,18F30,"Other, Unknown",2549 AUGUSTA,2500-2599,AUGUSTA,DR,,77057,TXHPD0000,G,GREATER UPTOWN,76X6PGR9+62,2022-09-11
4550431,1663027200000,03,123265622,120,Robbery,20,20G40,"Highway, Road, Street, Alley",11849 WALDEMAR,11800-11899,WALDEMAR,DR,,77077,TXHPD0000,G,BRIAR FOREST,76X6PCV7+82,2022-09-12
4550438,1662940800000,16,123293122,23H,All other larceny,01,01A20,Construction Site,3849 MONTROSE,3800-3899,MONTROSE,BLVD,,77006,TXHPD0000,C,NEARTOWN - MONTROSE,76X6PJQ5+8H,2022-09-11
4550441,1662940800000,00,122954022,210,"Extortion, Blackmail",18,18F40,"Residence, Home (Includes Apartment)",8549 WOODWAY,8500-8599,WOODWAY,DR,,77063,TXHPD0000,G,MID WEST,76X6PFRP+M4,2022-09-11
4550473,1662940800000,17,123131922,23C,Shoplifting,18,18F20,"Department, Discount Store",5149 WESTHEIMER,5100-5199,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRM+6Q,2022-09-11
4550474,1662940800000,18,123130422,23C,Shoplifting,18,18F20,"Department, Discount Store",5149 WESTHEIMER,5100-5199,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRM+6Q,2022-09-11
4550475,1662940800000,18,123130422,26F,Identify theft,18,18F20,"Department, Discount Store",5149 WESTHEIMER,5100-5199,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRM+6Q,2022-09-11
4550477,1662940800000,18,123132222,23C,Shoplifting,18,18F20,"Department, Discount Store",5149 WESTHEIMER,5100-5199,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRM+6Q,2022-09-11
4550478,1663459200000,17,126069622,23C,Shoplifting,18,18F20,Shopping Mall,5149 WESTHEIMER,5100-5199,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRM+6Q,2022-09-17
4550479,1663113600000,17,124129822,23F,Theft from motor vehicle,18,18F20,"Parking Lot, Garage",5149 WESTHEIMER,5100-5199,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRM+6Q,2022-09-13
4550489,1663113600000,15,124026122,120,Robbery,01,01A30,"Grocery, Supermarket",2949 KIRBY,2900-2999,KIRBY,DR,,77098,TXHPD0000,C,GREENWAY / UPPER KIRBY AREA,76X6PHQJ+PG,2022-09-13
4550493,1663459200000,12,125961322,290,"Destruction, damage, vandalism",20,20G40,"Parking Lot, Garage",2149 WILCREST,2100-2199,WILCREST,DR,,77042,TXHPD0000,G,BRIAR FOREST,76X6PCVH+86,2022-09-17
4550495,1662854400000,03,123593022,290,"Destruction, damage, vandalism",20,20G40,"Residence, Home (Includes Apartment)",2149 WILCREST,2100-2199,WILCREST,DR,,77042,TXHPD0000,G,BRIAR FOREST,76X6PCVH+86,2022-09-10
4550502,1663286400000,17,125179122,23F,Theft from motor vehicle,18,18F20,Shopping Mall,5049 WESTHEIMER,5000-5099,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRP+7X,2022-09-15
4550503,1663459200000,12,125957622,23C,Shoplifting,18,18F20,"Residence, Home (Includes Apartment)",5049 WESTHEIMER,5000-5099,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRP+7X,2022-09-17
4550504,1663459200000,15,126053622,23F,Theft from motor vehicle,18,18F20,"Parking Lot, Garage",5049 WESTHEIMER,5000-5099,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRP+7X,2022-09-17
4550505,1663459200000,16,126106822,23F,Theft from motor vehicle,18,18F20,"Parking Lot, Garage",5049 WESTHEIMER,5000-5099,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRP+7X,2022-09-17
4550585,1662854400000,13,122945722,23H,All other larceny,18,18F20,"Hotel, Motel, ETC",5049 WESTHEIMER,5000-5099,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRP+7X,2022-09-10
4550586,1662854400000,14,122509222,23C,Shoplifting,18,18F20,"Department, Discount Store",5049 WESTHEIMER,5000-5099,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRP+7X,2022-09-10
4550587,1662940800000,12,122920922,23C,Shoplifting,18,18F20,"Residence, Home (Includes Apartment)",5049 WESTHEIMER,5000-5099,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRP+7X,2022-09-11
4550588,1662940800000,18,123150922,23F,Theft from motor vehicle,18,18F20,Shopping Mall,5049 WESTHEIMER,5000-5099,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRP+7X,2022-09-11
4550589,1663027200000,07,123352722,23C,Shoplifting,18,18F20,Restaurant,5049 WESTHEIMER,5000-5099,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRP+7X,2022-09-12
4550590,1663113600000,13,123955022,23C,Shoplifting,18,18F20,Shopping Mall,5049 WESTHEIMER,5000-5099,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRP+7X,2022-09-13
4550591,1663113600000,14,124007222,23C,Shoplifting,18,18F20,"Department, Discount Store",5049 WESTHEIMER,5000-5099,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRP+7X,2022-09-13
4550592,1663113600000,19,124151522,23H,All other larceny,18,18F20,"Parking Lot, Garage",5049 WESTHEIMER,5000-5099,WESTHEIMER,RD,,77056,TXHPD0000,G,GREATER UPTOWN,76X6PGRP+7X,2022-09-13
