offense_type,nibrs_class,month,count,rollavg_3month
Forcible rape,11A,2021-08-01,49,53
Forcible rape,11A,2021-09-01,47,46
Forcible rape,11A,2021-10-01,60,52
Forcible rape,11A,2021-11-01,57,55
Forcible rape,11A,2021-12-01,40,52
Forcible rape,11A,2022-01-01,53,50
Forcible rape,11A,2022-02-01,57,50
Forcible rape,11A,2022-03-01,53,54
Forcible rape,11A,2022-04-01,51,54
Forcible rape,11A,2022-05-01,66,57
Forcible rape,11A,2022-06-01,40,52
Forcible rape,11A,2022-07-01,62,56
Forcible rape,11A,2022-08-01,49,50
Forcible rape,11A,2022-09-01,46,52
Forcible rape,11A,2022-10-01,68,54
Forcible rape,11A,2022-11-01,52,55
Forcible rape,11A,2022-12-01,22,47
Forcible rape,11A,2023-01-01,42,39
Forcible rape,11A,2023-02-01,55,40
Forcible rape,11A,2023-03-01,55,51
Forcible rape,11A,2023-04-01,36,49
Forcible rape,11A,2023-05-01,67,53
Forcible rape,11A,2023-06-01,46,50
Forcible sodomy,11B,2019-01-01,35,NA
Forcible sodomy,11B,2019-02-01,34,NA
Forcible sodomy,11B,2019-03-01,36,35
Forcible sodomy,11B,2019-04-01,45,38
Forcible sodomy,11B,2019-05-01,29,37
Forcible sodomy,11B,2019-06-01,44,39
Forcible sodomy,11B,2019-07-01,37,37
Forcible sodomy,11B,2019-08-01,39,40
Forcible sodomy,11B,2019-09-01,46,41
Forcible sodomy,11B,2019-10-01,36,40
Forcible sodomy,11B,2019-11-01,47,43
Forcible sodomy,11B,2019-12-01,27,37
Forcible sodomy,11B,2020-01-01,38,37
Forcible sodomy,11B,2020-02-01,30,32
Forcible sodomy,11B,2020-03-01,46,38
Forcible sodomy,11B,2020-04-01,43,40
Forcible sodomy,11B,2020-05-01,36,42
Forcible sodomy,11B,2020-06-01,33,37
Forcible sodomy,11B,2020-07-01,35,35
Forcible sodomy,11B,2020-08-01,40,36
Forcible sodomy,11B,2020-09-01,28,34
Forcible sodomy,11B,2020-10-01,37,35
Forcible sodomy,11B,2020-11-01,25,30
Forcible sodomy,11B,2020-12-01,30,31
Forcible sodomy,11B,2021-01-01,50,35
Forcible sodomy,11B,2021-02-01,28,36
Forcible sodomy,11B,2021-03-01,56,45
Forcible sodomy,11B,2021-04-01,53,46
Forcible sodomy,11B,2021-05-01,39,49
Forcible sodomy,11B,2021-06-01,32,41
Forcible sodomy,11B,2021-07-01,36,36
Forcible sodomy,11B,2021-08-01,47,38
Forcible sodomy,11B,2021-09-01,45,43
Forcible sodomy,11B,2021-10-01,40,44
Forcible sodomy,11B,2021-11-01,31,39
Forcible sodomy,11B,2021-12-01,31,34
Forcible sodomy,11B,2022-01-01,36,33
Forcible sodomy,11B,2022-02-01,35,34
Forcible sodomy,11B,2022-03-01,41,37
Forcible sodomy,11B,2022-04-01,37,38
Forcible sodomy,11B,2022-05-01,41,40
Forcible sodomy,11B,2022-06-01,32,37
Forcible sodomy,11B,2022-07-01,36,36
Forcible sodomy,11B,2022-08-01,38,35
Forcible sodomy,11B,2022-09-01,40,38
Forcible sodomy,11B,2022-10-01,43,40
Forcible sodomy,11B,2022-11-01,34,39
Forcible sodomy,11B,2022-12-01,13,30
Forcible sodomy,11B,2023-01-01,43,30
Forcible sodomy,11B,2023-02-01,45,34
Forcible sodomy,11B,2023-03-01,70,53
Forcible sodomy,11B,2023-04-01,23,46
Forcible sodomy,11B,2023-05-01,68,54
Forcible sodomy,11B,2023-06-01,20,37
From coin-operated machine or device,23E,2019-01-01,10,NA
From coin-operated machine or device,23E,2019-02-01,5,NA
From coin-operated machine or device,23E,2019-03-01,17,11
From coin-operated machine or device,23E,2019-04-01,15,12
From coin-operated machine or device,23E,2019-05-01,13,15
From coin-operated machine or device,23E,2019-06-01,8,12
From coin-operated machine or device,23E,2019-07-01,17,13
From coin-operated machine or device,23E,2019-08-01,25,17
From coin-operated machine or device,23E,2019-09-01,22,21
From coin-operated machine or device,23E,2019-10-01,9,19
From coin-operated machine or device,23E,2019-11-01,18,16
From coin-operated machine or device,23E,2019-12-01,21,16
From coin-operated machine or device,23E,2020-01-01,17,19
From coin-operated machine or device,23E,2020-02-01,22,20
From coin-operated machine or device,23E,2020-03-01,16,18
From coin-operated machine or device,23E,2020-04-01,16,18
From coin-operated machine or device,23E,2020-05-01,17,16
From coin-operated machine or device,23E,2020-06-01,23,19
From coin-operated machine or device,23E,2020-07-01,40,27
From coin-operated machine or device,23E,2020-08-01,30,31
From coin-operated machine or device,23E,2020-09-01,16,29
From coin-operated machine or device,23E,2020-10-01,15,20
From coin-operated machine or device,23E,2020-11-01,11,14
From coin-operated machine or device,23E,2020-12-01,3,10
From coin-operated machine or device,23E,2021-01-01,12,9
From coin-operated machine or device,23E,2021-02-01,9,8
From coin-operated machine or device,23E,2021-03-01,5,9
From coin-operated machine or device,23E,2021-04-01,6,7
From coin-operated machine or device,23E,2021-05-01,8,6
From coin-operated machine or device,23E,2021-06-01,11,8
From coin-operated machine or device,23E,2021-07-01,6,8
From coin-operated machine or device,23E,2021-08-01,1,6
From coin-operated machine or device,23E,2021-09-01,10,6
From coin-operated machine or device,23E,2021-10-01,8,6
From coin-operated machine or device,23E,2021-11-01,18,12
From coin-operated machine or device,23E,2021-12-01,14,13
From coin-operated machine or device,23E,2022-01-01,4,12
From coin-operated machine or device,23E,2022-02-01,3,7
From coin-operated machine or device,23E,2022-03-01,6,4
From coin-operated machine or device,23E,2022-04-01,7,5
From coin-operated machine or device,23E,2022-05-01,4,6
From coin-operated machine or device,23E,2022-06-01,12,8
From coin-operated machine or device,23E,2022-07-01,6,7
From coin-operated machine or device,23E,2022-08-01,8,9
From coin-operated machine or device,23E,2022-09-01,10,8
From coin-operated machine or device,23E,2022-10-01,14,11
From coin-operated machine or device,23E,2022-11-01,13,12
From coin-operated machine or device,23E,2022-12-01,6,11
From coin-operated machine or device,23E,2023-01-01,5,8
From coin-operated machine or device,23E,2023-02-01,6,6
From coin-operated machine or device,23E,2023-03-01,5,5
From coin-operated machine or device,23E,2023-04-01,7,6
From coin-operated machine or device,23E,2023-05-01,5,6
Gambling equipment violations,39C,2019-02-01,1,NA
Gambling equipment violations,39C,2019-04-01,1,NA
Gambling equipment violations,39C,2019-05-01,2,1
Gambling equipment violations,39C,2019-06-01,1,1
Gambling equipment violations,39C,2019-07-01,1,1
Gambling equipment violations,39C,2019-08-01,2,1
Gambling equipment violations,39C,2019-09-01,1,1
Gambling equipment violations,39C,2019-10-01,5,3
Gambling equipment violations,39C,2019-11-01,1,2
Gambling equipment violations,39C,2019-12-01,1,2
Gambling equipment violations,39C,2020-01-01,2,1
Gambling equipment violations,39C,2020-02-01,3,2
Gambling equipment violations,39C,2020-03-01,1,2
Gambling equipment violations,39C,2020-04-01,2,2
Gambling equipment violations,39C,2020-06-01,1,1
Gambling equipment violations,39C,2020-07-01,1,1
Gambling equipment violations,39C,2020-08-01,1,1
Gambling equipment violations,39C,2020-09-01,3,2
Gambling equipment violations,39C,2020-11-01,1,2
Gambling equipment violations,39C,2021-01-01,5,3
Gambling equipment violations,39C,2021-03-01,3,3
Gambling equipment violations,39C,2021-05-01,3,4
Gambling equipment violations,39C,2021-06-01,10,5
Gambling equipment violations,39C,2021-07-01,2,5
Gambling equipment violations,39C,2021-08-01,1,4
Gambling equipment violations,39C,2021-09-01,3,2
Gambling equipment violations,39C,2021-12-01,1,2
Gambling equipment violations,39C,2022-01-01,4,3
Gambling equipment violations,39C,2022-02-01,2,2
Gambling equipment violations,39C,2022-03-01,8,5
Gambling equipment violations,39C,2022-04-01,1,4
Gambling equipment violations,39C,2022-06-01,3,4
Gambling equipment violations,39C,2022-07-01,2,2
Gambling equipment violations,39C,2022-09-01,3,3
Gambling equipment violations,39C,2022-10-01,2,2
Gambling equipment violations,39C,2023-01-01,2,2
Gambling equipment violations,39C,2023-03-01,1,2
Gambling equipment violations,39C,2023-06-01,2,2
Hacking/Computer Invasion,26G,2019-01-01,9,NA
Hacking/Computer Invasion,26G,2019-02-01,14,NA
Hacking/Computer Invasion,26G,2019-03-01,13,12
Hacking/Computer Invasion,26G,2019-04-01,11,13
Hacking/Computer Invasion,26G,2019-05-01,8,11
Hacking/Computer Invasion,26G,2019-06-01,7,9
Hacking/Computer Invasion,26G,2019-07-01,6,7
Hacking/Computer Invasion,26G,2019-08-01,8,7
Hacking/Computer Invasion,26G,2019-09-01,2,5
Hacking/Computer Invasion,26G,2019-10-01,7,6
Hacking/Computer Invasion,26G,2019-11-01,3,4
Hacking/Computer Invasion,26G,2019-12-01,8,6
Hacking/Computer Invasion,26G,2020-01-01,8,6
Hacking/Computer Invasion,26G,2020-02-01,10,9
Hacking/Computer Invasion,26G,2020-03-01,7,8
Hacking/Computer Invasion,26G,2020-04-01,9,9
Hacking/Computer Invasion,26G,2020-05-01,4,7
Hacking/Computer Invasion,26G,2020-06-01,7,7
Hacking/Computer Invasion,26G,2020-07-01,7,6
Hacking/Computer Invasion,26G,2020-08-01,12,9
Hacking/Computer Invasion,26G,2020-09-01,13,11
Hacking/Computer Invasion,26G,2020-10-01,11,12
Hacking/Computer Invasion,26G,2020-11-01,11,12
Hacking/Computer Invasion,26G,2020-12-01,1,8
Hacking/Computer Invasion,26G,2021-01-01,1,4
Hacking/Computer Invasion,26G,2021-02-01,2,1
Hacking/Computer Invasion,26G,2021-03-01,5,3
Hacking/Computer Invasion,26G,2021-04-01,9,5
Hacking/Computer Invasion,26G,2021-05-01,12,9
Hacking/Computer Invasion,26G,2021-06-01,16,12
Hacking/Computer Invasion,26G,2021-07-01,14,14
Hacking/Computer Invasion,26G,2021-08-01,3,11
Hacking/Computer Invasion,26G,2021-09-01,8,8
Hacking/Computer Invasion,26G,2021-10-01,9,7
Hacking/Computer Invasion,26G,2021-11-01,12,10
Hacking/Computer Invasion,26G,2021-12-01,17,13
Hacking/Computer Invasion,26G,2022-01-01,13,14
Hacking/Computer Invasion,26G,2022-02-01,11,14
Hacking/Computer Invasion,26G,2022-03-01,15,13
Hacking/Computer Invasion,26G,2022-04-01,18,15
Hacking/Computer Invasion,26G,2022-05-01,20,18
Hacking/Computer Invasion,26G,2022-06-01,17,18
Hacking/Computer Invasion,26G,2022-07-01,14,17
Hacking/Computer Invasion,26G,2022-08-01,17,16
Hacking/Computer Invasion,26G,2022-09-01,15,15
Hacking/Computer Invasion,26G,2022-10-01,9,14
Hacking/Computer Invasion,26G,2022-11-01,10,11
Hacking/Computer Invasion,26G,2022-12-01,1,7
Hacking/Computer Invasion,26G,2023-01-01,22,11
Hacking/Computer Invasion,26G,2023-02-01,11,11
Hacking/Computer Invasion,26G,2023-03-01,13,15
Hacking/Computer Invasion,26G,2023-04-01,6,10
Hacking/Computer Invasion,26G,2023-05-01,15,11
Hacking/Computer Invasion,26G,2023-06-01,3,8
Human Trafficking/Commercial Sex Act,64A,2019-01-01,10,NA
Human Trafficking/Commercial Sex Act,64A,2019-02-01,8,NA
Human Trafficking/Commercial Sex Act,64A,2019-03-01,9,9
Human Trafficking/Commercial Sex Act,64A,2019-04-01,10,9
Human Trafficking/Commercial Sex Act,64A,2019-05-01,10,10
Human Trafficking/Commercial Sex Act,64A,2019-06-01,11,10
Human Trafficking/Commercial Sex Act,64A,2019-07-01,7,9
Human Trafficking/Commercial Sex Act,64A,2019-08-01,4,7
Human Trafficking/Commercial Sex Act,64A,2019-09-01,10,7
Human Trafficking/Commercial Sex Act,64A,2019-10-01,6,7
Human Trafficking/Commercial Sex Act,64A,2019-11-01,8,8
Human Trafficking/Commercial Sex Act,64A,2019-12-01,3,6
Human Trafficking/Commercial Sex Act,64A,2020-01-01,6,6
Human Trafficking/Commercial Sex Act,64A,2020-02-01,4,4
Human Trafficking/Commercial Sex Act,64A,2020-03-01,7,6
Human Trafficking/Commercial Sex Act,64A,2020-04-01,9,7
Human Trafficking/Commercial Sex Act,64A,2020-05-01,14,10
Human Trafficking/Commercial Sex Act,64A,2020-06-01,7,10
Human Trafficking/Commercial Sex Act,64A,2020-07-01,11,11
Human Trafficking/Commercial Sex Act,64A,2020-08-01,7,8
Human Trafficking/Commercial Sex Act,64A,2020-09-01,7,8
Human Trafficking/Commercial Sex Act,64A,2020-10-01,9,8
Human Trafficking/Commercial Sex Act,64A,2020-11-01,9,8
Human Trafficking/Commercial Sex Act,64A,2020-12-01,8,9
Human Trafficking/Commercial Sex Act,64A,2021-01-01,10,9
Human Trafficking/Commercial Sex Act,64A,2021-02-01,12,10
Human Trafficking/Commercial Sex Act,64A,2021-03-01,7,10
Human Trafficking/Commercial Sex Act,64A,2021-04-01,5,8
Human Trafficking/Commercial Sex Act,64A,2021-05-01,4,5
Human Trafficking/Commercial Sex Act,64A,2021-06-01,12,7
Human Trafficking/Commercial Sex Act,64A,2021-07-01,9,8
Human Trafficking/Commercial Sex Act,64A,2021-08-01,8,10
Human Trafficking/Commercial Sex Act,64A,2021-09-01,7,8
Human Trafficking/Commercial Sex Act,64A,2021-10-01,6,7
Human Trafficking/Commercial Sex Act,64A,2021-11-01,4,6
Human Trafficking/Commercial Sex Act,64A,2021-12-01,2,4
Human Trafficking/Commercial Sex Act,64A,2022-01-01,6,4
Human Trafficking/Commercial Sex Act,64A,2022-02-01,7,5
Human Trafficking/Commercial Sex Act,64A,2022-03-01,6,6
Human Trafficking/Commercial Sex Act,64A,2022-04-01,3,5
Human Trafficking/Commercial Sex Act,64A,2022-05-01,4,4
Human Trafficking/Commercial Sex Act,64A,2022-06-01,6,4
Human Trafficking/Commercial Sex Act,64A,2022-07-01,6,5
Human Trafficking/Commercial Sex Act,64A,2022-08-01,9,7
Human Trafficking/Commercial Sex Act,64A,2022-09-01,2,6
Human Trafficking/Commercial Sex Act,64A,2022-10-01,6,6
Human Trafficking/Commercial Sex Act,64A,2022-11-01,3,4
Human Trafficking/Commercial Sex Act,64A,2023-01-01,6,5
Human Trafficking/Commercial Sex Act,64A,2023-02-01,7,5
Human Trafficking/Commercial Sex Act,64A,2023-03-01,3,5
Human Trafficking/Commercial Sex Act,64A,2023-04-01,2,4
Human Trafficking/Commercial Sex Act,64A,2023-05-01,10,5
Human Trafficking/Commercial Sex Act,64A,2023-06-01,2,5
Human Trafficking/Involuntary Servitude,64B,2019-09-01,1,NA
Human Trafficking/Involuntary Servitude,64B,2019-10-01,1,NA
Human Trafficking/Involuntary Servitude,64B,2020-04-01,1,1
Human Trafficking/Involuntary Servitude,64B,2020-09-01,1,1
Human Trafficking/Involuntary Servitude,64B,2020-10-01,1,1
Human Trafficking/Involuntary Servitude,64B,2021-01-01,1,1
Human Trafficking/Involuntary Servitude,64B,2021-12-01,1,1
Human Trafficking/Involuntary Servitude,64B,2022-02-01,1,1
Human Trafficking/Involuntary Servitude,64B,2022-04-01,1,1
Human Trafficking/Involuntary Servitude,64B,2022-07-01,1,1
Human Trafficking/Involuntary Servitude,64B,2022-08-01,1,1
Human Trafficking/Involuntary Servitude,64B,2022-09-01,1,1
Human Trafficking/Involuntary Servitude,64B,2022-10-01,1,1
Human Trafficking/Involuntary Servitude,64B,2022-12-01,1,1
Human Trafficking/Involuntary Servitude,64B,2023-02-01,1,1
Human Trafficking/Involuntary Servitude,64B,2023-03-01,1,1
Human Trafficking/Involuntary Servitude,64B,2023-06-01,2,1
Identify theft,26F,2019-01-01,237,NA
Identify theft,26F,2019-02-01,192,NA
Identify theft,26F,2019-03-01,154,194
Identify theft,26F,2019-04-01,184,177
Identify theft,26F,2019-05-01,211,183
Identify theft,26F,2019-06-01,144,180
Identify theft,26F,2019-07-01,236,197
Identify theft,26F,2019-08-01,291,224
Identify theft,26F,2019-09-01,232,253
Identify theft,26F,2019-10-01,301,275
Identify theft,26F,2019-11-01,230,254
Identify theft,26F,2019-12-01,240,257
Identify theft,26F,2020-01-01,246,239
Identify theft,26F,2020-02-01,249,245
Identify theft,26F,2020-03-01,194,230
Identify theft,26F,2020-04-01,199,214
Identify theft,26F,2020-05-01,210,201
Identify theft,26F,2020-06-01,209,206
Identify theft,26F,2020-07-01,244,221
Identify theft,26F,2020-08-01,207,220
Identify theft,26F,2020-09-01,207,219
Identify theft,26F,2020-10-01,219,211
Identify theft,26F,2020-11-01,147,191
Identify theft,26F,2020-12-01,212,193
Identify theft,26F,2021-01-01,227,195
Identify theft,26F,2021-02-01,218,219
Identify theft,26F,2021-03-01,491,312
Identify theft,26F,2021-04-01,450,386
Identify theft,26F,2021-05-01,229,390
Identify theft,26F,2021-06-01,257,312
Identify theft,26F,2021-07-01,259,248
Identify theft,26F,2021-08-01,271,262
Identify theft,26F,2021-09-01,217,249
Identify theft,26F,2021-10-01,292,260
Identify theft,26F,2021-11-01,271,260
Identify theft,26F,2021-12-01,200,254
Identify theft,26F,2022-01-01,302,258
Identify theft,26F,2022-02-01,255,252
Identify theft,26F,2022-03-01,313,290
Identify theft,26F,2022-04-01,320,296
Identify theft,26F,2022-05-01,256,296
Identify theft,26F,2022-06-01,258,278
Identify theft,26F,2022-07-01,262,259
Identify theft,26F,2022-08-01,273,264
Identify theft,26F,2022-09-01,242,259
Identify theft,26F,2022-10-01,275,263
Identify theft,26F,2022-11-01,185,234
Identify theft,26F,2022-12-01,59,173
Identify theft,26F,2023-01-01,287,177
Identify theft,26F,2023-02-01,272,206
Identify theft,26F,2023-03-01,279,279
Identify theft,26F,2023-04-01,226,259
Identify theft,26F,2023-05-01,280,262
Identify theft,26F,2023-06-01,183,230
Impersonation,26C,2019-01-01,63,NA
Impersonation,26C,2019-02-01,101,NA
Impersonation,26C,2019-03-01,87,84
Impersonation,26C,2019-04-01,97,95
Impersonation,26C,2019-05-01,44,76
Impersonation,26C,2019-06-01,58,66
Impersonation,26C,2019-07-01,10,37
Impersonation,26C,2019-08-01,7,25
Impersonation,26C,2019-09-01,2,6
Impersonation,26C,2019-10-01,4,4
Impersonation,26C,2019-11-01,3,3
Impersonation,26C,2019-12-01,9,5
Impersonation,26C,2020-01-01,8,7
Impersonation,26C,2020-02-01,7,8
Impersonation,26C,2020-03-01,9,8
Impersonation,26C,2020-04-01,11,9
Impersonation,26C,2020-05-01,14,11
Impersonation,26C,2020-06-01,9,11
Impersonation,26C,2020-07-01,6,10
Impersonation,26C,2020-08-01,8,8
Impersonation,26C,2020-09-01,9,8
Impersonation,26C,2020-10-01,2,6
Impersonation,26C,2020-11-01,4,5
Impersonation,26C,2020-12-01,7,4
Impersonation,26C,2021-01-01,5,5
Impersonation,26C,2021-02-01,7,6
Impersonation,26C,2021-03-01,10,7
Impersonation,26C,2021-04-01,7,8
Impersonation,26C,2021-05-01,4,7
Impersonation,26C,2021-06-01,12,8
Impersonation,26C,2021-07-01,18,11
Impersonation,26C,2021-08-01,7,12
Impersonation,26C,2021-09-01,9,11
Impersonation,26C,2021-10-01,5,7
Impersonation,26C,2021-11-01,8,7
Impersonation,26C,2021-12-01,6,6
Impersonation,26C,2022-01-01,14,9
Impersonation,26C,2022-02-01,4,8
Impersonation,26C,2022-03-01,6,8
Impersonation,26C,2022-04-01,10,7
Impersonation,26C,2022-05-01,9,8
Impersonation,26C,2022-06-01,11,10
Impersonation,26C,2022-07-01,8,9
Impersonation,26C,2022-08-01,5,8
Impersonation,26C,2022-09-01,12,8
Impersonation,26C,2022-10-01,11,9
Impersonation,26C,2022-11-01,9,11
Impersonation,26C,2022-12-01,3,8
Impersonation,26C,2023-01-01,6,6
Impersonation,26C,2023-02-01,7,5
Impersonation,26C,2023-03-01,13,9
Impersonation,26C,2023-04-01,6,9
Impersonation,26C,2023-05-01,13,11
Impersonation,26C,2023-06-01,4,8
Incest,36A,2020-01-01,1,NA
Incest,36A,2020-08-01,1,NA
Incest,36A,2020-10-01,1,1
Incest,36A,2021-08-01,1,1
Intimidation,13C,2019-01-01,1132,NA
Intimidation,13C,2019-02-01,1107,NA
Intimidation,13C,2019-03-01,1273,1171
Intimidation,13C,2019-04-01,1320,1233
Intimidation,13C,2019-05-01,1409,1334
Intimidation,13C,2019-06-01,1291,1340
Intimidation,13C,2019-07-01,1277,1326
Intimidation,13C,2019-08-01,1372,1313
Intimidation,13C,2019-09-01,1363,1337
Intimidation,13C,2019-10-01,1409,1381
Intimidation,13C,2019-11-01,1339,1370
Intimidation,13C,2019-12-01,1442,1397
Intimidation,13C,2020-01-01,1566,1449
Intimidation,13C,2020-02-01,1436,1481
Intimidation,13C,2020-03-01,1544,1515
Intimidation,13C,2020-04-01,1565,1515
Intimidation,13C,2020-05-01,1811,1640
Intimidation,13C,2020-06-01,1793,1723
Intimidation,13C,2020-07-01,1756,1787
Intimidation,13C,2020-08-01,1762,1770
Intimidation,13C,2020-09-01,1801,1773
Intimidation,13C,2020-10-01,1886,1816
Intimidation,13C,2020-11-01,1648,1778
Intimidation,13C,2020-12-01,1681,1738
Intimidation,13C,2021-01-01,1689,1673
Intimidation,13C,2021-02-01,1447,1606
Intimidation,13C,2021-03-01,1823,1653
Intimidation,13C,2021-04-01,1822,1697
Intimidation,13C,2021-05-01,1952,1866
Intimidation,13C,2021-06-01,1932,1902
Intimidation,13C,2021-07-01,1850,1911
Intimidation,13C,2021-08-01,1851,1878
Intimidation,13C,2021-09-01,1882,1861
Intimidation,13C,2021-10-01,1863,1865
Intimidation,13C,2021-11-01,1545,1763
Intimidation,13C,2021-12-01,1779,1729
Intimidation,13C,2022-01-01,1656,1660
Intimidation,13C,2022-02-01,1506,1647
Intimidation,13C,2022-03-01,1808,1657
Intimidation,13C,2022-04-01,1712,1675
Intimidation,13C,2022-05-01,1909,1810
Intimidation,13C,2022-06-01,1877,1833
Intimidation,13C,2022-07-01,1619,1802
Intimidation,13C,2022-08-01,1800,1765
Intimidation,13C,2022-09-01,1873,1764
Intimidation,13C,2022-10-01,1806,1826
Intimidation,13C,2022-11-01,1600,1760
Intimidation,13C,2022-12-01,1436,1614
Intimidation,13C,2023-01-01,1732,1589
Intimidation,13C,2023-02-01,1567,1578
Intimidation,13C,2023-03-01,1710,1670
Intimidation,13C,2023-04-01,1704,1660
Intimidation,13C,2023-05-01,2037,1817
Intimidation,13C,2023-06-01,948,1563
Justifiable homicide,09C,2020-12-01,1,NA
Justifiable homicide,09C,2021-10-01,1,NA
Justifiable homicide,09C,2022-04-01,1,1
Justifiable homicide,09C,2022-05-01,2,1
Justifiable homicide,09C,2022-06-01,1,1
Justifiable homicide,09C,2022-09-01,2,2
Justifiable homicide,09C,2022-12-01,1,1
Justifiable homicide,09C,2023-01-01,2,2
Justifiable homicide,09C,2023-02-01,1,1
Justifiable homicide,09C,2023-03-01,1,1
Justifiable homicide,09C,2023-04-01,1,1
Justifiable homicide,09C,2023-05-01,7,3
Justifiable homicide,09C,2023-06-01,2,3
"Kidnapping, abduction",100,2019-01-01,16,NA
"Kidnapping, abduction",100,2019-02-01,16,NA
"Kidnapping, abduction",100,2019-03-01,14,15
"Kidnapping, abduction",100,2019-04-01,7,12
"Kidnapping, abduction",100,2019-05-01,21,14
"Kidnapping, abduction",100,2019-06-01,17,15
"Kidnapping, abduction",100,2019-07-01,25,21
"Kidnapping, abduction",100,2019-08-01,28,23
"Kidnapping, abduction",100,2019-09-01,19,24
"Kidnapping, abduction",100,2019-10-01,29,25
"Kidnapping, abduction",100,2019-11-01,18,22
"Kidnapping, abduction",100,2019-12-01,21,23
"Kidnapping, abduction",100,2020-01-01,19,19
"Kidnapping, abduction",100,2020-02-01,28,23
"Kidnapping, abduction",100,2020-03-01,20,22
"Kidnapping, abduction",100,2020-04-01,21,23
"Kidnapping, abduction",100,2020-05-01,16,19
"Kidnapping, abduction",100,2020-06-01,32,23
"Kidnapping, abduction",100,2020-07-01,20,23
"Kidnapping, abduction",100,2020-08-01,27,26
"Kidnapping, abduction",100,2020-09-01,18,22
"Kidnapping, abduction",100,2020-10-01,13,19
"Kidnapping, abduction",100,2020-11-01,24,18
"Kidnapping, abduction",100,2020-12-01,27,21
"Kidnapping, abduction",100,2021-01-01,24,25
"Kidnapping, abduction",100,2021-02-01,16,22
"Kidnapping, abduction",100,2021-03-01,23,21
"Kidnapping, abduction",100,2021-04-01,16,18
"Kidnapping, abduction",100,2021-05-01,19,19
"Kidnapping, abduction",100,2021-06-01,15,17
"Kidnapping, abduction",100,2021-07-01,18,17
"Kidnapping, abduction",100,2021-08-01,24,19
"Kidnapping, abduction",100,2021-09-01,22,21
"Kidnapping, abduction",100,2021-10-01,14,20
"Kidnapping, abduction",100,2021-11-01,17,18
"Kidnapping, abduction",100,2021-12-01,19,17
"Kidnapping, abduction",100,2022-01-01,28,21
"Kidnapping, abduction",100,2022-02-01,25,24
"Kidnapping, abduction",100,2022-03-01,23,25
"Kidnapping, abduction",100,2022-04-01,30,26
"Kidnapping, abduction",100,2022-05-01,33,29
"Kidnapping, abduction",100,2022-06-01,42,35
"Kidnapping, abduction",100,2022-07-01,22,32
"Kidnapping, abduction",100,2022-08-01,33,32
"Kidnapping, abduction",100,2022-09-01,44,33
"Kidnapping, abduction",100,2022-10-01,47,41
"Kidnapping, abduction",100,2022-11-01,30,40
"Kidnapping, abduction",100,2022-12-01,25,34
"Kidnapping, abduction",100,2023-01-01,21,25
"Kidnapping, abduction",100,2023-02-01,33,26
"Kidnapping, abduction",100,2023-03-01,27,27
"Kidnapping, abduction",100,2023-04-01,32,31
"Kidnapping, abduction",100,2023-05-01,39,33
"Kidnapping, abduction",100,2023-06-01,13,28
Liquor law violations,90G,2020-01-01,9,NA
Liquor law violations,90G,2020-02-01,14,NA
Liquor law violations,90G,2020-03-01,2,8
Liquor law violations,90G,2020-04-01,1,6
Liquor law violations,90G,2020-05-01,4,2
Liquor law violations,90G,2020-06-01,4,3
Liquor law violations,90G,2020-07-01,2,3
Liquor law violations,90G,2020-08-01,7,4
Liquor law violations,90G,2020-09-01,4,4
Liquor law violations,90G,2020-10-01,5,5
Liquor law violations,90G,2020-11-01,8,6
Liquor law violations,90G,2020-12-01,4,6
Liquor law violations,90G,2021-01-01,7,6
Liquor law violations,90G,2021-02-01,7,6
Liquor law violations,90G,2021-03-01,8,7
Liquor law violations,90G,2021-04-01,5,7
Liquor law violations,90G,2021-05-01,8,7
Liquor law violations,90G,2021-06-01,6,6
Liquor law violations,90G,2021-07-01,12,9
Liquor law violations,90G,2021-08-01,4,7
Liquor law violations,90G,2021-09-01,17,11
Liquor law violations,90G,2021-10-01,6,9
Liquor law violations,90G,2021-11-01,10,11
Liquor law violations,90G,2021-12-01,4,7
Liquor law violations,90G,2022-01-01,7,7
Liquor law violations,90G,2022-02-01,5,5
Liquor law violations,90G,2022-03-01,11,8
Liquor law violations,90G,2022-04-01,2,6
Liquor law violations,90G,2022-05-01,4,6
Liquor law violations,90G,2022-06-01,41,16
Liquor law violations,90G,2022-07-01,42,29
Liquor law violations,90G,2022-08-01,24,36
Liquor law violations,90G,2022-09-01,9,25
Liquor law violations,90G,2022-10-01,12,15
Liquor law violations,90G,2022-11-01,9,10
Liquor law violations,90G,2022-12-01,5,9
Liquor law violations,90G,2023-01-01,9,8
Liquor law violations,90G,2023-02-01,10,8
Liquor law violations,90G,2023-03-01,7,9
Liquor law violations,90G,2023-04-01,13,10
Liquor law violations,90G,2023-05-01,12,11
Motor vehicle theft,240,2019-01-01,1020,NA
Motor vehicle theft,240,2019-02-01,946,NA
Motor vehicle theft,240,2019-03-01,1019,995
Motor vehicle theft,240,2019-04-01,1056,1007
Motor vehicle theft,240,2019-05-01,1128,1068
Motor vehicle theft,240,2019-06-01,1152,1112
Motor vehicle theft,240,2019-07-01,1210,1163
Motor vehicle theft,240,2019-08-01,1229,1197
Motor vehicle theft,240,2019-09-01,1242,1227
Motor vehicle theft,240,2019-10-01,1265,1245
Motor vehicle theft,240,2019-11-01,1176,1228
Motor vehicle theft,240,2019-12-01,1202,1214
